

                         Increment number   1
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.
             17      0.25E-02  0.55E+01  0.21E-04  0.95E+00
             18      0.25E-02  0.54E+01  0.22E-04  0.95E+00
             19      0.25E-02  0.54E+01  0.22E-04  0.95E+00
             20      0.24E-02  0.54E+01  0.22E-04  0.95E+00

     Power:  0.17144E+08


                         Increment number 728
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.25E-02  0.13E+02  0.32E-04  0.95E+00
              2      0.25E-02  0.55E+01  0.23E-04  0.95E+00
              3      0.25E-02  0.55E+01  0.22E-04  0.95E+00
              4      0.25E-02  0.54E+01  0.22E-04  0.95E+00
              5      0.25E-02  0.54E+01  0.23E-04  0.95E+00
              6      0.24E-02  0.54E+01  0.23E-04  0.95E+00
              7      0.24E-02  0.53E+01  0.23E-04  0.95E+00
              8      0.24E-02  0.53E+01  0.24E-04  0.95E+00
              9      0.24E-02  0.53E+01  0.24E-04  0.95E+00
             10      0.24E-02  0.52E+01  0.24E-04  0.95E+00
             11      0.23E-02  0.52E+01  0.25E-04  0.96E+00
             12      0.23E-02  0.51E+01  0.25E-04  0.96E+00
             13      0.23E-02  0.51E+01  0.26E-04  0.96E+00
             14      0.23E-02  0.51E+01  0.26E-04  0.96E+00
             15      0.23E-02  0.50E+01  0.26E-04  0.96E+00
             16      0.23E-02  0.50E+01  0.27E-04  0.96E+00
             17      0.22E-02  0.50E+01  0.27E-04  0.96E+00
             18      0.22E-02  0.49E+01  0.27E-04  0.96E+00
             19      0.22E-02  0.49E+01  0.28E-04  0.96E+00
             20      0.22E-02  0.49E+01  0.28E-04  0.96E+00

     Power:  0.17153E+08


                         Increment number 729
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.20E-02  0.13E+02  0.38E-04  0.96E+00
              2      0.20E-02  0.46E+01  0.30E-04  0.96E+00
              3      0.20E-02  0.45E+01  0.29E-04  0.96E+00
              4      0.20E-02  0.45E+01  0.29E-04  0.96E+00
              5      0.20E-02  0.45E+01  0.29E-04  0.96E+00
              6      0.20E-02  0.44E+01  0.30E-04  0.96E+00
              7      0.19E-02  0.44E+01  0.30E-04  0.96E+00
              8      0.19E-02  0.44E+01  0.30E-04  0.96E+00
              9      0.19E-02  0.43E+01  0.30E-04  0.96E+00
             10      0.19E-02  0.43E+01  0.31E-04  0.96E+00
             11      0.19E-02  0.42E+01  0.31E-04  0.96E+00
             12      0.19E-02  0.42E+01  0.31E-04  0.96E+00
             13      0.18E-02  0.42E+01  0.32E-04  0.96E+00
             14      0.18E-02  0.41E+01  0.32E-04  0.96E+00
             15      0.18E-02  0.41E+01  0.32E-04  0.97E+00
             16      0.18E-02  0.40E+01  0.33E-04  0.97E+00
             17      0.18E-02  0.40E+01  0.33E-04  0.97E+00
             18      0.17E-02  0.40E+01  0.33E-04  0.97E+00
             19      0.17E-02  0.39E+01  0.34E-04  0.97E+00
             20      0.17E-02  0.39E+01  0.34E-04  0.97E+00

     Power:  0.17161E+08


                         Increment number 730
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.14E-02  0.14E+02  0.45E-04  0.97E+00
              2      0.14E-02  0.34E+01  0.36E-04  0.97E+00
              3      0.14E-02  0.34E+01  0.34E-04  0.97E+00
              4      0.13E-02  0.34E+01  0.35E-04  0.97E+00
              5      0.13E-02  0.33E+01  0.35E-04  0.97E+00
              6      0.13E-02  0.33E+01  0.35E-04  0.97E+00
              7      0.13E-02  0.32E+01  0.35E-04  0.97E+00
              8      0.13E-02  0.32E+01  0.35E-04  0.98E+00
              9      0.13E-02  0.32E+01  0.35E-04  0.98E+00
             10      0.12E-02  0.31E+01  0.35E-04  0.98E+00
             11      0.12E-02  0.31E+01  0.36E-04  0.98E+00
             12      0.12E-02  0.31E+01  0.36E-04  0.98E+00
             13      0.12E-02  0.30E+01  0.36E-04  0.98E+00
             14      0.12E-02  0.30E+01  0.36E-04  0.98E+00
             15      0.12E-02  0.30E+01  0.36E-04  0.98E+00
             16      0.11E-02  0.29E+01  0.36E-04  0.98E+00
             17      0.11E-02  0.29E+01  0.37E-04  0.98E+00
             18      0.11E-02  0.29E+01  0.37E-04  0.98E+00
             19      0.11E-02  0.28E+01  0.37E-04  0.98E+00
             20      0.11E-02  0.28E+01  0.37E-04  0.98E+00

     Power:  0.17170E+08


                         Increment number 731
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.84E-03  0.13E+02  0.48E-04  0.98E+00

     Power:  0.17178E+08


                         Increment number 732
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.11E-02  0.21E+02  0.41E-04  0.98E+00
              2      0.11E-02  0.34E+01  0.39E-04  0.98E+00
              3      0.11E-02  0.34E+01  0.37E-04  0.98E+00
              4      0.11E-02  0.34E+01  0.36E-04  0.98E+00
              5      0.10E-02  0.34E+01  0.36E-04  0.98E+00
              6      0.10E-02  0.34E+01  0.36E-04  0.98E+00
              7      0.10E-02  0.33E+01  0.36E-04  0.98E+00
              8      0.10E-02  0.33E+01  0.36E-04  0.98E+00
              9      0.10E-02  0.33E+01  0.35E-04  0.98E+00
             10      0.10E-02  0.33E+01  0.35E-04  0.98E+00
             11      0.10E-02  0.33E+01  0.35E-04  0.98E+00
             12      0.10E-02  0.32E+01  0.35E-04  0.98E+00
             13      0.10E-02  0.32E+01  0.35E-04  0.98E+00
             14      0.10E-02  0.32E+01  0.35E-04  0.98E+00
             15      0.10E-02  0.32E+01  0.35E-04  0.98E+00
             16      0.10E-02  0.32E+01  0.35E-04  0.98E+00
             17      0.10E-02  0.32E+01  0.34E-04  0.98E+00

     Power:  0.17187E+08


                         Increment number 733
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.15E-02  0.81E+01  0.42E-04  0.97E+00
              2      0.15E-02  0.43E+01  0.34E-04  0.97E+00
              3      0.15E-02  0.42E+01  0.33E-04  0.97E+00
              4      0.15E-02  0.42E+01  0.33E-04  0.97E+00
              5      0.15E-02  0.42E+01  0.33E-04  0.97E+00
              6      0.15E-02  0.42E+01  0.33E-04  0.97E+00
              7      0.15E-02  0.42E+01  0.32E-04  0.97E+00
              8      0.15E-02  0.41E+01  0.32E-04  0.97E+00
              9      0.15E-02  0.41E+01  0.32E-04  0.97E+00
             10      0.15E-02  0.41E+01  0.32E-04  0.97E+00
             11      0.15E-02  0.41E+01  0.31E-04  0.97E+00
             12      0.15E-02  0.41E+01  0.31E-04  0.97E+00
             13      0.15E-02  0.41E+01  0.31E-04  0.97E+00
             14      0.15E-02  0.40E+01  0.31E-04  0.97E+00
             15      0.15E-02  0.40E+01  0.31E-04  0.97E+00
             16      0.15E-02  0.40E+01  0.30E-04  0.97E+00
             17      0.15E-02  0.40E+01  0.30E-04  0.97E+00
             18      0.15E-02  0.40E+01  0.30E-04  0.97E+00
             19      0.15E-02  0.40E+01  0.30E-04  0.97E+00
             20      0.15E-02  0.40E+01  0.30E-04  0.97E+00

     Power:  0.17195E+08


                         Increment number 734
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.21E-02  0.10E+02  0.38E-04  0.96E+00
              2      0.21E-02  0.51E+01  0.30E-04  0.96E+00
              3      0.21E-02  0.51E+01  0.28E-04  0.96E+00
              4      0.21E-02  0.51E+01  0.28E-04  0.96E+00
              5      0.21E-02  0.50E+01  0.28E-04  0.96E+00
              6      0.21E-02  0.50E+01  0.27E-04  0.96E+00
              7      0.21E-02  0.50E+01  0.27E-04  0.96E+00
              8      0.20E-02  0.50E+01  0.27E-04  0.96E+00
              9      0.20E-02  0.50E+01  0.26E-04  0.96E+00
             10      0.20E-02  0.50E+01  0.26E-04  0.96E+00
             11      0.20E-02  0.49E+01  0.25E-04  0.96E+00
             12      0.20E-02  0.49E+01  0.25E-04  0.96E+00
             13      0.20E-02  0.49E+01  0.25E-04  0.96E+00
             14      0.20E-02  0.49E+01  0.25E-04  0.96E+00
             15      0.20E-02  0.49E+01  0.24E-04  0.96E+00
             16      0.20E-02  0.48E+01  0.24E-04  0.96E+00
             17      0.20E-02  0.48E+01  0.24E-04  0.96E+00
             18      0.20E-02  0.48E+01  0.23E-04  0.96E+00
             19      0.20E-02  0.48E+01  0.23E-04  0.96E+00
             20      0.20E-02  0.48E+01  0.23E-04  0.96E+00

     Power:  0.17203E+08


                         Increment number 735
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.25E-02  0.11E+02  0.31E-04  0.95E+00
              2      0.25E-02  0.58E+01  0.23E-04  0.95E+00
              3      0.25E-02  0.57E+01  0.22E-04  0.95E+00
              4      0.25E-02  0.57E+01  0.21E-04  0.95E+00
              5      0.25E-02  0.57E+01  0.21E-04  0.95E+00
              6      0.25E-02  0.56E+01  0.21E-04  0.95E+00
              7      0.25E-02  0.56E+01  0.20E-04  0.95E+00
              8      0.24E-02  0.56E+01  0.20E-04  0.95E+00
              9      0.24E-02  0.56E+01  0.20E-04  0.95E+00
             10      0.24E-02  0.55E+01  0.19E-04  0.95E+00
             11      0.24E-02  0.55E+01  0.19E-04  0.95E+00
             12      0.24E-02  0.55E+01  0.19E-04  0.95E+00
             13      0.24E-02  0.55E+01  0.19E-04  0.95E+00
             14      0.24E-02  0.54E+01  0.19E-04  0.95E+00
             15      0.24E-02  0.54E+01  0.19E-04  0.95E+00
             16      0.24E-02  0.54E+01  0.19E-04  0.95E+00
             17      0.24E-02  0.54E+01  0.19E-04  0.95E+00
             18      0.24E-02  0.53E+01  0.19E-04  0.96E+00
             19      0.23E-02  0.53E+01  0.19E-04  0.96E+00
             20      0.23E-02  0.53E+01  0.19E-04  0.96E+00

     Power:  0.17212E+08


                         Increment number 736
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.27E-02  0.12E+02  0.27E-04  0.95E+00
              2      0.27E-02  0.60E+01  0.20E-04  0.95E+00
              3      0.27E-02  0.59E+01  0.19E-04  0.95E+00
              4      0.26E-02  0.59E+01  0.19E-04  0.95E+00
              5      0.26E-02  0.58E+01  0.19E-04  0.95E+00
              6      0.26E-02  0.58E+01  0.19E-04  0.95E+00
              7      0.26E-02  0.58E+01  0.19E-04  0.95E+00
              8      0.26E-02  0.57E+01  0.19E-04  0.95E+00
              9      0.26E-02  0.57E+01  0.19E-04  0.95E+00
             10      0.26E-02  0.57E+01  0.19E-04  0.95E+00
             11      0.25E-02  0.56E+01  0.19E-04  0.95E+00
             12      0.25E-02  0.56E+01  0.19E-04  0.95E+00
             13      0.25E-02  0.56E+01  0.19E-04  0.95E+00
             14      0.25E-02  0.55E+01  0.19E-04  0.95E+00
             15      0.25E-02  0.55E+01  0.19E-04  0.95E+00
             16      0.25E-02  0.55E+01  0.19E-04  0.95E+00
             17      0.25E-02  0.54E+01  0.20E-04  0.95E+00
             18      0.24E-02  0.54E+01  0.20E-04  0.95E+00
             19      0.24E-02  0.54E+01  0.20E-04  0.95E+00
             20      0.24E-02  0.54E+01  0.20E-04  0.95E+00

     Power:  0.17220E+08


                         Increment number 737
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.25E-02  0.13E+02  0.29E-04  0.95E+00
              2      0.25E-02  0.56E+01  0.21E-04  0.95E+00
              3      0.25E-02  0.55E+01  0.20E-04  0.95E+00
              4      0.25E-02  0.55E+01  0.20E-04  0.95E+00
              5      0.25E-02  0.54E+01  0.20E-04  0.95E+00
              6      0.25E-02  0.54E+01  0.20E-04  0.95E+00
              7      0.24E-02  0.54E+01  0.21E-04  0.95E+00
              8      0.24E-02  0.53E+01  0.21E-04  0.95E+00
              9      0.24E-02  0.53E+01  0.21E-04  0.95E+00
             10      0.24E-02  0.53E+01  0.21E-04  0.95E+00
             11      0.24E-02  0.52E+01  0.22E-04  0.95E+00
             12      0.24E-02  0.52E+01  0.22E-04  0.95E+00
             13      0.23E-02  0.52E+01  0.22E-04  0.96E+00
             14      0.23E-02  0.51E+01  0.23E-04  0.96E+00
             15      0.23E-02  0.51E+01  0.23E-04  0.96E+00
             16      0.23E-02  0.50E+01  0.24E-04  0.96E+00
             17      0.23E-02  0.50E+01  0.24E-04  0.96E+00
             18      0.23E-02  0.50E+01  0.24E-04  0.96E+00
             19      0.22E-02  0.49E+01  0.25E-04  0.96E+00
             20      0.22E-02  0.49E+01  0.25E-04  0.96E+00

     Power:  0.17228E+08


                         Increment number 738
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.21E-02  0.13E+02  0.35E-04  0.96E+00
              2      0.21E-02  0.47E+01  0.27E-04  0.96E+00
              3      0.21E-02  0.46E+01  0.26E-04  0.96E+00
              4      0.21E-02  0.46E+01  0.26E-04  0.96E+00
              5      0.20E-02  0.46E+01  0.27E-04  0.96E+00
              6      0.20E-02  0.45E+01  0.27E-04  0.96E+00
              7      0.20E-02  0.45E+01  0.27E-04  0.96E+00
              8      0.20E-02  0.45E+01  0.27E-04  0.96E+00
              9      0.20E-02  0.44E+01  0.28E-04  0.96E+00
             10      0.20E-02  0.44E+01  0.28E-04  0.96E+00
             11      0.19E-02  0.44E+01  0.28E-04  0.96E+00
             12      0.19E-02  0.43E+01  0.29E-04  0.96E+00
             13      0.19E-02  0.43E+01  0.29E-04  0.96E+00
             14      0.19E-02  0.42E+01  0.29E-04  0.96E+00
             15      0.19E-02  0.42E+01  0.30E-04  0.96E+00
             16      0.19E-02  0.42E+01  0.30E-04  0.96E+00
             17      0.18E-02  0.41E+01  0.30E-04  0.96E+00
             18      0.18E-02  0.41E+01  0.31E-04  0.96E+00
             19      0.18E-02  0.40E+01  0.31E-04  0.97E+00
             20      0.18E-02  0.40E+01  0.31E-04  0.97E+00

     Power:  0.17236E+08


                         Increment number 739
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.15E-02  0.14E+02  0.42E-04  0.97E+00
              2      0.15E-02  0.35E+01  0.33E-04  0.97E+00
              3      0.14E-02  0.35E+01  0.32E-04  0.97E+00
              4      0.14E-02  0.35E+01  0.32E-04  0.97E+00
              5      0.14E-02  0.34E+01  0.32E-04  0.97E+00
              6      0.14E-02  0.34E+01  0.33E-04  0.97E+00
              7      0.14E-02  0.33E+01  0.33E-04  0.97E+00
              8      0.14E-02  0.33E+01  0.33E-04  0.97E+00
              9      0.13E-02  0.33E+01  0.33E-04  0.97E+00
             10      0.13E-02  0.32E+01  0.33E-04  0.97E+00
             11      0.13E-02  0.32E+01  0.34E-04  0.97E+00
             12      0.13E-02  0.32E+01  0.34E-04  0.97E+00
             13      0.13E-02  0.31E+01  0.34E-04  0.97E+00
             14      0.13E-02  0.31E+01  0.34E-04  0.98E+00
             15      0.13E-02  0.31E+01  0.34E-04  0.98E+00
             16      0.12E-02  0.30E+01  0.35E-04  0.98E+00
             17      0.12E-02  0.30E+01  0.35E-04  0.98E+00
             18      0.12E-02  0.30E+01  0.35E-04  0.98E+00
             19      0.12E-02  0.29E+01  0.35E-04  0.98E+00
             20      0.12E-02  0.29E+01  0.35E-04  0.98E+00

     Power:  0.17245E+08


                         Increment number 740
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.87E-03  0.13E+02  0.46E-04  0.98E+00

     Power:  0.17253E+08


                         Increment number 741
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.98E-03  0.21E+02  0.40E-04  0.98E+00

     Power:  0.17262E+08


                         Increment number 742
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.14E-02  0.15E+02  0.38E-04  0.97E+00
              2      0.13E-02  0.42E+01  0.37E-04  0.97E+00
              3      0.13E-02  0.42E+01  0.35E-04  0.97E+00
              4      0.13E-02  0.42E+01  0.34E-04  0.97E+00
              5      0.13E-02  0.41E+01  0.34E-04  0.97E+00
              6      0.13E-02  0.41E+01  0.34E-04  0.97E+00
              7      0.13E-02  0.41E+01  0.33E-04  0.97E+00
              8      0.13E-02  0.41E+01  0.33E-04  0.97E+00
              9      0.13E-02  0.40E+01  0.33E-04  0.97E+00
             10      0.13E-02  0.40E+01  0.33E-04  0.97E+00
             11      0.13E-02  0.40E+01  0.32E-04  0.97E+00
             12      0.13E-02  0.40E+01  0.32E-04  0.97E+00
             13      0.13E-02  0.40E+01  0.32E-04  0.97E+00
             14      0.13E-02  0.39E+01  0.32E-04  0.97E+00
             15      0.13E-02  0.39E+01  0.31E-04  0.97E+00
             16      0.13E-02  0.39E+01  0.31E-04  0.97E+00
             17      0.13E-02  0.39E+01  0.31E-04  0.97E+00
             18      0.13E-02  0.39E+01  0.31E-04  0.97E+00
             19      0.13E-02  0.38E+01  0.31E-04  0.97E+00
             20      0.13E-02  0.38E+01  0.30E-04  0.98E+00

     Power:  0.17271E+08


                         Increment number 743
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.18E-02  0.16E+02  0.39E-04  0.97E+00
              2      0.18E-02  0.50E+01  0.31E-04  0.97E+00
              3      0.18E-02  0.48E+01  0.30E-04  0.97E+00
              4      0.18E-02  0.48E+01  0.29E-04  0.97E+00
              5      0.18E-02  0.48E+01  0.29E-04  0.97E+00
              6      0.18E-02  0.48E+01  0.29E-04  0.97E+00
              7      0.18E-02  0.47E+01  0.29E-04  0.97E+00
              8      0.18E-02  0.47E+01  0.28E-04  0.97E+00
              9      0.18E-02  0.47E+01  0.28E-04  0.97E+00
             10      0.18E-02  0.47E+01  0.28E-04  0.97E+00
             11      0.18E-02  0.47E+01  0.28E-04  0.97E+00
             12      0.18E-02  0.47E+01  0.27E-04  0.97E+00
             13      0.18E-02  0.46E+01  0.27E-04  0.97E+00
             14      0.18E-02  0.46E+01  0.27E-04  0.97E+00
             15      0.18E-02  0.46E+01  0.27E-04  0.97E+00
             16      0.18E-02  0.46E+01  0.26E-04  0.97E+00
             17      0.18E-02  0.46E+01  0.26E-04  0.97E+00
             18      0.17E-02  0.45E+01  0.26E-04  0.97E+00
             19      0.17E-02  0.45E+01  0.26E-04  0.97E+00
             20      0.17E-02  0.45E+01  0.25E-04  0.97E+00

     Power:  0.17279E+08


                         Increment number 744
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.23E-02  0.11E+02  0.34E-04  0.96E+00
              2      0.23E-02  0.56E+01  0.25E-04  0.96E+00
              3      0.23E-02  0.55E+01  0.24E-04  0.96E+00
              4      0.23E-02  0.54E+01  0.24E-04  0.96E+00
              5      0.23E-02  0.54E+01  0.23E-04  0.96E+00
              6      0.22E-02  0.54E+01  0.23E-04  0.96E+00
              7      0.22E-02  0.54E+01  0.23E-04  0.96E+00
              8      0.22E-02  0.54E+01  0.23E-04  0.96E+00
              9      0.22E-02  0.53E+01  0.22E-04  0.96E+00
             10      0.22E-02  0.53E+01  0.22E-04  0.96E+00
             11      0.22E-02  0.53E+01  0.22E-04  0.96E+00
             12      0.22E-02  0.53E+01  0.22E-04  0.96E+00
             13      0.22E-02  0.53E+01  0.21E-04  0.96E+00
             14      0.22E-02  0.52E+01  0.21E-04  0.96E+00
             15      0.22E-02  0.52E+01  0.21E-04  0.96E+00
             16      0.22E-02  0.52E+01  0.21E-04  0.96E+00
             17      0.22E-02  0.52E+01  0.20E-04  0.96E+00
             18      0.22E-02  0.52E+01  0.20E-04  0.96E+00
             19      0.22E-02  0.51E+01  0.20E-04  0.96E+00
             20      0.22E-02  0.51E+01  0.20E-04  0.96E+00

     Power:  0.17287E+08


                         Increment number 745
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.26E-02  0.12E+02  0.29E-04  0.95E+00
              2      0.26E-02  0.59E+01  0.21E-04  0.95E+00
              3      0.26E-02  0.59E+01  0.19E-04  0.95E+00
              4      0.26E-02  0.58E+01  0.19E-04  0.95E+00
              5      0.26E-02  0.58E+01  0.19E-04  0.95E+00
              6      0.26E-02  0.58E+01  0.19E-04  0.95E+00
              7      0.25E-02  0.58E+01  0.19E-04  0.95E+00
              8      0.25E-02  0.57E+01  0.20E-04  0.95E+00
              9      0.25E-02  0.57E+01  0.20E-04  0.95E+00
             10      0.25E-02  0.57E+01  0.20E-04  0.95E+00
             11      0.25E-02  0.57E+01  0.20E-04  0.95E+00
             12      0.25E-02  0.56E+01  0.20E-04  0.95E+00
             13      0.25E-02  0.56E+01  0.20E-04  0.95E+00
             14      0.25E-02  0.56E+01  0.20E-04  0.95E+00
             15      0.25E-02  0.55E+01  0.20E-04  0.95E+00
             16      0.24E-02  0.55E+01  0.20E-04  0.95E+00
             17      0.24E-02  0.55E+01  0.20E-04  0.95E+00
             18      0.24E-02  0.55E+01  0.21E-04  0.95E+00
             19      0.24E-02  0.54E+01  0.21E-04  0.95E+00
             20      0.24E-02  0.54E+01  0.21E-04  0.95E+00

     Power:  0.17295E+08


                         Increment number 746
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.27E-02  0.13E+02  0.29E-04  0.95E+00
              2      0.26E-02  0.59E+01  0.22E-04  0.95E+00
              3      0.26E-02  0.58E+01  0.21E-04  0.95E+00
              4      0.26E-02  0.58E+01  0.21E-04  0.95E+00
              5      0.26E-02  0.57E+01  0.21E-04  0.95E+00
              6      0.26E-02  0.57E+01  0.21E-04  0.95E+00
              7      0.26E-02  0.57E+01  0.21E-04  0.95E+00
              8      0.26E-02  0.57E+01  0.21E-04  0.95E+00
              9      0.25E-02  0.56E+01  0.21E-04  0.95E+00
             10      0.25E-02  0.56E+01  0.21E-04  0.95E+00
             11      0.25E-02  0.56E+01  0.21E-04  0.95E+00
             12      0.25E-02  0.55E+01  0.21E-04  0.95E+00
             13      0.25E-02  0.55E+01  0.21E-04  0.95E+00
             14      0.25E-02  0.55E+01  0.22E-04  0.95E+00
             15      0.25E-02  0.54E+01  0.22E-04  0.95E+00
             16      0.24E-02  0.54E+01  0.22E-04  0.95E+00
             17      0.24E-02  0.54E+01  0.22E-04  0.95E+00
             18      0.24E-02  0.53E+01  0.22E-04  0.95E+00
             19      0.24E-02  0.53E+01  0.23E-04  0.95E+00
             20      0.24E-02  0.53E+01  0.23E-04  0.95E+00

     Power:  0.17304E+08


                         Increment number 747
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.24E-02  0.13E+02  0.33E-04  0.95E+00
              2      0.24E-02  0.53E+01  0.25E-04  0.95E+00
              3      0.24E-02  0.53E+01  0.24E-04  0.95E+00
              4      0.24E-02  0.52E+01  0.24E-04  0.96E+00
              5      0.23E-02  0.52E+01  0.25E-04  0.96E+00
              6      0.23E-02  0.51E+01  0.25E-04  0.96E+00
              7      0.23E-02  0.51E+01  0.25E-04  0.96E+00
              8      0.23E-02  0.51E+01  0.26E-04  0.96E+00
              9      0.23E-02  0.50E+01  0.26E-04  0.96E+00
             10      0.23E-02  0.50E+01  0.26E-04  0.96E+00
             11      0.22E-02  0.50E+01  0.27E-04  0.96E+00
             12      0.22E-02  0.49E+01  0.27E-04  0.96E+00
             13      0.22E-02  0.49E+01  0.27E-04  0.96E+00
             14      0.22E-02  0.49E+01  0.28E-04  0.96E+00
             15      0.22E-02  0.48E+01  0.28E-04  0.96E+00
             16      0.22E-02  0.48E+01  0.28E-04  0.96E+00
             17      0.21E-02  0.47E+01  0.29E-04  0.96E+00
             18      0.21E-02  0.47E+01  0.29E-04  0.96E+00
             19      0.21E-02  0.47E+01  0.29E-04  0.96E+00
             20      0.21E-02  0.46E+01  0.30E-04  0.96E+00

     Power:  0.17312E+08


                         Increment number 748
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.19E-02  0.13E+02  0.39E-04  0.96E+00
              2      0.19E-02  0.43E+01  0.32E-04  0.96E+00
              3      0.19E-02  0.43E+01  0.30E-04  0.96E+00
              4      0.18E-02  0.42E+01  0.31E-04  0.96E+00
              5      0.18E-02  0.42E+01  0.31E-04  0.96E+00
              6      0.18E-02  0.41E+01  0.31E-04  0.97E+00
              7      0.18E-02  0.41E+01  0.31E-04  0.97E+00
              8      0.18E-02  0.41E+01  0.32E-04  0.97E+00
              9      0.17E-02  0.40E+01  0.32E-04  0.97E+00
             10      0.17E-02  0.40E+01  0.32E-04  0.97E+00
             11      0.17E-02  0.40E+01  0.33E-04  0.97E+00
             12      0.17E-02  0.39E+01  0.33E-04  0.97E+00
             13      0.17E-02  0.39E+01  0.33E-04  0.97E+00
             14      0.17E-02  0.39E+01  0.33E-04  0.97E+00
             15      0.16E-02  0.38E+01  0.34E-04  0.97E+00
             16      0.16E-02  0.38E+01  0.34E-04  0.97E+00
             17      0.16E-02  0.37E+01  0.34E-04  0.97E+00
             18      0.16E-02  0.37E+01  0.35E-04  0.97E+00
             19      0.16E-02  0.37E+01  0.35E-04  0.97E+00
             20      0.16E-02  0.36E+01  0.35E-04  0.97E+00

     Power:  0.17320E+08


                         Increment number 749
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.12E-02  0.14E+02  0.46E-04  0.98E+00
              2      0.12E-02  0.32E+01  0.37E-04  0.98E+00
              3      0.12E-02  0.32E+01  0.35E-04  0.98E+00
              4      0.12E-02  0.31E+01  0.36E-04  0.98E+00
              5      0.12E-02  0.31E+01  0.36E-04  0.98E+00
              6      0.11E-02  0.31E+01  0.36E-04  0.98E+00
              7      0.11E-02  0.30E+01  0.36E-04  0.98E+00
              8      0.11E-02  0.30E+01  0.36E-04  0.98E+00
              9      0.11E-02  0.29E+01  0.36E-04  0.98E+00
             10      0.11E-02  0.29E+01  0.36E-04  0.98E+00
             11      0.11E-02  0.29E+01  0.36E-04  0.98E+00
             12      0.11E-02  0.28E+01  0.36E-04  0.98E+00
             13      0.10E-02  0.28E+01  0.37E-04  0.98E+00
             14      0.10E-02  0.28E+01  0.37E-04  0.98E+00
             15      0.10E-02  0.27E+01  0.37E-04  0.98E+00
             16      0.10E-02  0.27E+01  0.37E-04  0.98E+00
             17      0.99E-03  0.27E+01  0.37E-04  0.98E+00

     Power:  0.17329E+08


                         Increment number 750
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.85E-03  0.12E+02  0.47E-04  0.98E+00

     Power:  0.17337E+08


                         Increment number 751
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.12E-02  0.20E+02  0.41E-04  0.98E+00
              2      0.12E-02  0.36E+01  0.39E-04  0.98E+00
              3      0.12E-02  0.37E+01  0.36E-04  0.98E+00
              4      0.12E-02  0.37E+01  0.36E-04  0.98E+00
              5      0.11E-02  0.36E+01  0.36E-04  0.98E+00
              6      0.11E-02  0.36E+01  0.36E-04  0.98E+00
              7      0.11E-02  0.36E+01  0.35E-04  0.98E+00
              8      0.11E-02  0.36E+01  0.35E-04  0.98E+00
              9      0.11E-02  0.36E+01  0.35E-04  0.98E+00
             10      0.11E-02  0.35E+01  0.35E-04  0.98E+00
             11      0.11E-02  0.35E+01  0.35E-04  0.98E+00
             12      0.11E-02  0.35E+01  0.35E-04  0.98E+00
             13      0.11E-02  0.35E+01  0.34E-04  0.98E+00
             14      0.11E-02  0.35E+01  0.34E-04  0.98E+00
             15      0.11E-02  0.35E+01  0.34E-04  0.98E+00
             16      0.11E-02  0.34E+01  0.34E-04  0.98E+00
             17      0.11E-02  0.34E+01  0.34E-04  0.98E+00
             18      0.11E-02  0.34E+01  0.34E-04  0.98E+00
             19      0.11E-02  0.34E+01  0.33E-04  0.98E+00
             20      0.11E-02  0.34E+01  0.33E-04  0.98E+00

     Power:  0.17346E+08


                         Increment number 752
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

