

                         Increment number   1
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.
     Power:   263.62    


                         Increment number 171
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.79E-03  0.38E-02  0.71E-04  0.98E+00

     Power:   263.78    


                         Increment number 172
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.78E-03  0.25E-02  0.71E-04  0.98E+00

     Power:   263.93    


                         Increment number 173
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.78E-03  0.24E-02  0.69E-04  0.98E+00

     Power:   264.08    


                         Increment number 174
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.77E-03  0.23E-02  0.69E-04  0.98E+00

     Power:   264.23    


                         Increment number 175
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.76E-03  0.25E-02  0.68E-04  0.99E+00

     Power:   264.38    


                         Increment number 176
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.75E-03  0.39E-02  0.67E-04  0.99E+00

     Power:   264.53    


                         Increment number 177
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.74E-03  0.38E-02  0.71E-04  0.99E+00

     Power:   264.68    


                         Increment number 178
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.73E-03  0.25E-02  0.71E-04  0.99E+00

     Power:   264.83    


                         Increment number 179
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.72E-03  0.24E-02  0.69E-04  0.99E+00

     Power:   264.98    


                         Increment number 180
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.70E-03  0.23E-02  0.69E-04  0.99E+00

     Power:   265.13    


                         Increment number 181
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.69E-03  0.24E-02  0.68E-04  0.99E+00

     Power:   265.28    


                         Increment number 182
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.68E-03  0.38E-02  0.67E-04  0.99E+00

     Power:   265.43    


                         Increment number 183
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.66E-03  0.38E-02  0.70E-04  0.99E+00

     Power:   265.58    


                         Increment number 184
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.64E-03  0.25E-02  0.71E-04  0.99E+00

     Power:   265.73    


                         Increment number 185
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.63E-03  0.24E-02  0.69E-04  0.99E+00

     Power:   265.87    


                         Increment number 186
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.61E-03  0.24E-02  0.69E-04  0.99E+00

     Power:   266.02    


                         Increment number 187
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.60E-03  0.23E-02  0.68E-04  0.99E+00

     Power:   266.17    


                         Increment number 188
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.58E-03  0.37E-02  0.67E-04  0.99E+00

     Power:   266.32    


                         Increment number 189
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.56E-03  0.38E-02  0.70E-04  0.99E+00

     Power:   266.46    


                         Increment number 190
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.54E-03  0.25E-02  0.71E-04  0.99E+00

     Power:   266.61    


                         Increment number 191
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.53E-03  0.23E-02  0.69E-04  0.99E+00

     Power:   266.76    


                         Increment number 192
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.51E-03  0.23E-02  0.69E-04  0.99E+00

     Power:   266.90    


                         Increment number 193
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.50E-03  0.22E-02  0.68E-04  0.99E+00

     Power:   267.05    


                         Increment number 194
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.48E-03  0.36E-02  0.67E-04  0.99E+00

     Power:   267.19    


                         Increment number 195
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.47E-03  0.38E-02  0.70E-04  0.99E+00

     Power:   267.34    


                         Increment number 196
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.46E-03  0.24E-02  0.71E-04  0.99E+00

     Power:   267.48    


                         Increment number 197
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.44E-03  0.23E-02  0.69E-04  0.99E+00

     Power:   267.63    


                         Increment number 198
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.43E-03  0.23E-02  0.69E-04  0.99E+00

     Power:   267.77    


                         Increment number 199
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.42E-03  0.22E-02  0.68E-04  0.99E+00

     Power:   267.92    


                         Increment number 200
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.42E-03  0.36E-02  0.67E-04  0.99E+00

     Power:   268.06    


                         Increment number 201
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.41E-03  0.38E-02  0.70E-04  0.99E+00

     Power:   268.21    


                         Increment number 202
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.40E-03  0.24E-02  0.71E-04  0.99E+00

     Power:   268.35    


                         Increment number 203
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.40E-03  0.23E-02  0.68E-04  0.99E+00

     Power:   268.49    


                         Increment number 204
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.40E-03  0.23E-02  0.68E-04  0.99E+00

     Power:   268.64    


                         Increment number 205
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.40E-03  0.21E-02  0.68E-04  0.99E+00

     Power:   268.78    


                         Increment number 206
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.40E-03  0.35E-02  0.67E-04  0.99E+00

     Power:   268.93    


                         Increment number 207
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.40E-03  0.38E-02  0.70E-04  0.99E+00

     Power:   269.07    


                         Increment number 208
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.41E-03  0.24E-02  0.71E-04  0.99E+00

     Power:   269.21    


                         Increment number 209
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.41E-03  0.22E-02  0.68E-04  0.99E+00

     Power:   269.35    


                         Increment number 210
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.42E-03  0.23E-02  0.68E-04  0.99E+00

     Power:   269.50    


                         Increment number 211
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.43E-03  0.21E-02  0.68E-04  0.99E+00

     Power:   269.64    


                         Increment number 212
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.43E-03  0.35E-02  0.67E-04  0.99E+00

     Power:   269.78    


                         Increment number 213
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.44E-03  0.38E-02  0.69E-04  0.99E+00

     Power:   269.92    


                         Increment number 214
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.44E-03  0.24E-02  0.71E-04  0.99E+00

     Power:   270.06    


                         Increment number 215
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.45E-03  0.22E-02  0.68E-04  0.99E+00

     Power:   270.21    


                         Increment number 216
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.46E-03  0.23E-02  0.68E-04  0.99E+00

     Power:   270.35    


                         Increment number 217
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.46E-03  0.21E-02  0.68E-04  0.99E+00

     Power:   270.49    


                         Increment number 218
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.47E-03  0.34E-02  0.66E-04  0.99E+00

     Power:   270.63    


                         Increment number 219
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.47E-03  0.38E-02  0.69E-04  0.99E+00

     Power:   270.77    


                         Increment number 220
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.48E-03  0.25E-02  0.70E-04  0.99E+00

     Power:   270.91    


                         Increment number 221
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.48E-03  0.22E-02  0.68E-04  0.99E+00

     Power:   271.05    


                         Increment number 222
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.48E-03  0.24E-02  0.68E-04  0.99E+00

     Power:   271.20    


                         Increment number 223
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.49E-03  0.20E-02  0.68E-04  0.99E+00

     Power:   271.34    


                         Increment number 224
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.49E-03  0.34E-02  0.66E-04  0.99E+00

     Power:   271.48    


                         Increment number 225
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.49E-03  0.38E-02  0.69E-04  0.99E+00

     Power:   271.62    


                         Increment number 226
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.49E-03  0.25E-02  0.70E-04  0.99E+00

     Power:   271.76    


                         Increment number 227
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.49E-03  0.22E-02  0.67E-04  0.99E+00

     Power:   271.90    


                         Increment number 228
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.48E-03  0.24E-02  0.67E-04  0.99E+00

     Power:   272.04    


                         Increment number 229
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.48E-03  0.20E-02  0.67E-04  0.99E+00

     Power:   272.18    


                         Increment number 230
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.48E-03  0.34E-02  0.66E-04  0.99E+00

     Power:   272.32    


                         Increment number 231
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.47E-03  0.38E-02  0.68E-04  0.99E+00

     Power:   272.46    


                         Increment number 232
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.47E-03  0.25E-02  0.70E-04  0.99E+00

     Power:   272.60    


                         Increment number 233
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.46E-03  0.22E-02  0.67E-04  0.99E+00

     Power:   272.73    


                         Increment number 234
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.46E-03  0.24E-02  0.67E-04  0.99E+00

     Power:   272.87    


                         Increment number 235
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.45E-03  0.20E-02  0.67E-04  0.99E+00

     Power:   273.01    


                         Increment number 236
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.45E-03  0.33E-02  0.66E-04  0.99E+00

     Power:   273.15    


                         Increment number 237
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.44E-03  0.38E-02  0.68E-04  0.99E+00

     Power:   273.29    


                         Increment number 238
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.43E-03  0.25E-02  0.69E-04  0.99E+00

     Power:   273.43    


                         Increment number 239
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.43E-03  0.22E-02  0.67E-04  0.99E+00

     Power:   273.57    


                         Increment number 240
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.42E-03  0.24E-02  0.67E-04  0.99E+00

     Power:   273.71    


                         Increment number 241
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.42E-03  0.20E-02  0.67E-04  0.99E+00

     Power:   273.85    


                         Increment number 242
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.41E-03  0.33E-02  0.65E-04  0.99E+00

     Power:   273.99    


                         Increment number 243
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.41E-03  0.38E-02  0.67E-04  0.99E+00

     Power:   274.12    


                         Increment number 244
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.40E-03  0.26E-02  0.69E-04  0.99E+00

     Power:   274.26    


                         Increment number 245
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.40E-03  0.22E-02  0.67E-04  0.99E+00

     Power:   274.40    


                         Increment number 246
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.40E-03  0.24E-02  0.67E-04  0.99E+00

     Power:   274.54    


                         Increment number 247
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.40E-03  0.20E-02  0.67E-04  0.99E+00

     Power:   274.68    


                         Increment number 248
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.40E-03  0.33E-02  0.65E-04  0.99E+00

     Power:   274.81    


                         Increment number 249
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.41E-03  0.38E-02  0.67E-04  0.99E+00

     Power:   274.95    


                         Increment number 250
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.41E-03  0.26E-02  0.69E-04  0.99E+00

     Power:   275.09    


                         Increment number 251
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.41E-03  0.22E-02  0.67E-04  0.99E+00

     Power:   275.23    


                         Increment number 252
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.42E-03  0.25E-02  0.66E-04  0.99E+00

     Power:   275.37    


                         Increment number 253
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.43E-03  0.20E-02  0.67E-04  0.99E+00

     Power:   275.50    


                         Increment number 254
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.43E-03  0.33E-02  0.65E-04  0.99E+00

     Power:   275.64    


                         Increment number 255
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.44E-03  0.38E-02  0.67E-04  0.99E+00

     Power:   275.78    


                         Increment number 256
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.45E-03  0.26E-02  0.69E-04  0.99E+00

     Power:   275.92    


                         Increment number 257
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.46E-03  0.22E-02  0.67E-04  0.99E+00

     Power:   276.05    


                         Increment number 258
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.47E-03  0.25E-02  0.66E-04  0.99E+00

     Power:   276.19    


                         Increment number 259
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.48E-03  0.21E-02  0.66E-04  0.99E+00

     Power:   276.33    


                         Increment number 260
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.49E-03  0.32E-02  0.65E-04  0.99E+00

     Power:   276.46    


                         Increment number 261
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.50E-03  0.38E-02  0.66E-04  0.99E+00

     Power:   276.60    


                         Increment number 262
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.52E-03  0.27E-02  0.68E-04  0.99E+00

     Power:   276.74    


                         Increment number 263
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.53E-03  0.22E-02  0.66E-04  0.99E+00

     Power:   276.87    


                         Increment number 264
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.54E-03  0.25E-02  0.66E-04  0.99E+00

     Power:   277.01    


                         Increment number 265
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.55E-03  0.21E-02  0.66E-04  0.99E+00

     Power:   277.15    


                         Increment number 266
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.56E-03  0.32E-02  0.64E-04  0.99E+00

     Power:   277.28    


                         Increment number 267
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.57E-03  0.39E-02  0.66E-04  0.99E+00

     Power:   277.42    


                         Increment number 268
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.58E-03  0.27E-02  0.68E-04  0.99E+00

     Power:   277.56    


                         Increment number 269
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.58E-03  0.22E-02  0.66E-04  0.99E+00

     Power:   277.69    


                         Increment number 270
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.59E-03  0.25E-02  0.66E-04  0.99E+00

     Power:   277.83    


                         Increment number 271
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.60E-03  0.21E-02  0.66E-04  0.99E+00

     Power:   277.97    


                         Increment number 272
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.61E-03  0.32E-02  0.64E-04  0.99E+00

     Power:   278.10    


                         Increment number 273
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.62E-03  0.39E-02  0.66E-04  0.99E+00

     Power:   278.24    


                         Increment number 274
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.62E-03  0.28E-02  0.68E-04  0.99E+00

     Power:   278.37    


                         Increment number 275
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.63E-03  0.22E-02  0.66E-04  0.99E+00

     Power:   278.51    


                         Increment number 276
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.63E-03  0.25E-02  0.65E-04  0.99E+00

     Power:   278.65    


                         Increment number 277
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.64E-03  0.22E-02  0.66E-04  0.99E+00

     Power:   278.78    


                         Increment number 278
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.64E-03  0.32E-02  0.64E-04  0.99E+00

     Power:   278.92    


                         Increment number 279
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.64E-03  0.39E-02  0.66E-04  0.99E+00

     Power:   279.05    


                         Increment number 280
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.65E-03  0.29E-02  0.68E-04  0.99E+00

     Power:   279.19    


                         Increment number 281
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.65E-03  0.22E-02  0.66E-04  0.99E+00

     Power:   279.32    


                         Increment number 282
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.65E-03  0.26E-02  0.65E-04  0.99E+00

     Power:   279.46    


                         Increment number 283
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.66E-03  0.22E-02  0.65E-04  0.99E+00

     Power:   279.59    


                         Increment number 284
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.66E-03  0.32E-02  0.64E-04  0.99E+00

     Power:   279.73    


                         Increment number 285
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.66E-03  0.39E-02  0.65E-04  0.99E+00

     Power:   279.87    


                         Increment number 286
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.66E-03  0.29E-02  0.67E-04  0.99E+00

     Power:   280.00    


                         Increment number 287
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.67E-03  0.22E-02  0.66E-04  0.99E+00

     Power:   280.14    


                         Increment number 288
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.67E-03  0.26E-02  0.65E-04  0.99E+00

     Power:   280.27    


                         Increment number 289
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.67E-03  0.22E-02  0.65E-04  0.99E+00

     Power:   280.41    


                         Increment number 290
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.67E-03  0.31E-02  0.64E-04  0.99E+00

     Power:   280.54    


                         Increment number 291
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.67E-03  0.39E-02  0.65E-04  0.99E+00

     Power:   280.68    


                         Increment number 292
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.68E-03  0.30E-02  0.67E-04  0.99E+00

     Power:   280.81    


                         Increment number 293
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.68E-03  0.22E-02  0.65E-04  0.99E+00

     Power:   280.95    


                         Increment number 294
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.68E-03  0.26E-02  0.64E-04  0.99E+00

     Power:   281.08    


                         Increment number 295
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.69E-03  0.22E-02  0.65E-04  0.99E+00

     Power:   281.22    


                         Increment number 296
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.69E-03  0.31E-02  0.63E-04  0.99E+00

     Power:   281.35    


                         Increment number 297
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.69E-03  0.39E-02  0.65E-04  0.99E+00

     Power:   281.49    


                         Increment number 298
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.70E-03  0.31E-02  0.67E-04  0.99E+00

     Power:   281.62    


                         Increment number 299
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.70E-03  0.22E-02  0.65E-04  0.99E+00

     Power:   281.75    


                         Increment number 300
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.71E-03  0.26E-02  0.64E-04  0.99E+00

     Power:   281.89    


                         Increment number 301
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.71E-03  0.23E-02  0.65E-04  0.99E+00

     Power:   282.02    


                         Increment number 302
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.72E-03  0.31E-02  0.63E-04  0.99E+00

     Power:   282.16    


                         Increment number 303
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.72E-03  0.39E-02  0.64E-04  0.99E+00

     Power:   282.29    


                         Increment number 304
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.73E-03  0.31E-02  0.66E-04  0.99E+00

     Power:   282.43    


                         Increment number 305
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.74E-03  0.23E-02  0.65E-04  0.99E+00

     Power:   282.56    


                         Increment number 306
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.74E-03  0.26E-02  0.64E-04  0.99E+00

     Power:   282.70    


                         Increment number 307
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.75E-03  0.23E-02  0.64E-04  0.99E+00

     Power:   282.83    


                         Increment number 308
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.76E-03  0.30E-02  0.63E-04  0.99E+00

     Power:   282.96    


                         Increment number 309
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.76E-03  0.39E-02  0.64E-04  0.98E+00

     Power:   283.10    


                         Increment number 310
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.77E-03  0.32E-02  0.66E-04  0.98E+00

     Power:   283.23    


                         Increment number 311
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.78E-03  0.23E-02  0.64E-04  0.98E+00

     Power:   283.37    


                         Increment number 312
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.78E-03  0.26E-02  0.63E-04  0.98E+00

     Power:   283.50    


                         Increment number 313
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.79E-03  0.24E-02  0.64E-04  0.98E+00

     Power:   283.63    


                         Increment number 314
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.80E-03  0.30E-02  0.62E-04  0.98E+00

     Power:   283.77    


                         Increment number 315
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.80E-03  0.39E-02  0.63E-04  0.98E+00

     Power:   283.90    


                         Increment number 316
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.81E-03  0.33E-02  0.65E-04  0.98E+00

     Power:   284.04    


                         Increment number 317
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.81E-03  0.23E-02  0.64E-04  0.98E+00

     Power:   284.17    


                         Increment number 318
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.82E-03  0.27E-02  0.63E-04  0.98E+00

     Power:   284.30    


                         Increment number 319
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.82E-03  0.24E-02  0.63E-04  0.98E+00

     Power:   284.44    


                         Increment number 320
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.83E-03  0.30E-02  0.62E-04  0.98E+00

     Power:   284.57    


                         Increment number 321
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.83E-03  0.39E-02  0.63E-04  0.98E+00

     Power:   284.71    


                         Increment number 322
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.84E-03  0.33E-02  0.65E-04  0.98E+00

     Power:   284.84    


                         Increment number 323
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.84E-03  0.24E-02  0.64E-04  0.98E+00

     Power:   284.97    


                         Increment number 324
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.84E-03  0.27E-02  0.62E-04  0.98E+00

     Power:   285.11    


                         Increment number 325
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.85E-03  0.24E-02  0.63E-04  0.98E+00

     Power:   285.24    


                         Increment number 326
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.85E-03  0.29E-02  0.62E-04  0.98E+00

     Power:   285.37    


                         Increment number 327
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.85E-03  0.39E-02  0.62E-04  0.98E+00

     Power:   285.51    


                         Increment number 328
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.85E-03  0.34E-02  0.64E-04  0.98E+00

     Power:   285.64    


                         Increment number 329
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.85E-03  0.24E-02  0.63E-04  0.98E+00

     Power:   285.77    


                         Increment number 330
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.85E-03  0.27E-02  0.62E-04  0.98E+00

     Power:   285.91    


                         Increment number 331
