

                         Increment number   1
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.10E+02  0.14E-03  0.98E+00
              2      0.10E-02  0.60E+00  0.14E-03  0.98E+00
              3      0.10E-02  0.40E+00  0.88E-04  0.98E+00
              4      0.10E-02  0.36E+00  0.87E-04  0.98E+00
              5      0.10E-02  0.36E+00  0.87E-04  0.98E+00

     Power:  0.67146E+07


                         Increment number  68
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.96E+01  0.14E-03  0.98E+00
              2      0.10E-02  0.59E+00  0.13E-03  0.98E+00
              3      0.10E-02  0.40E+00  0.88E-04  0.98E+00

     Power:  0.67267E+07


                         Increment number  69
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.92E+01  0.14E-03  0.98E+00
              2      0.10E-02  0.58E+00  0.13E-03  0.98E+00
              3      0.10E-02  0.40E+00  0.88E-04  0.98E+00
              4      0.10E-02  0.38E+00  0.87E-04  0.98E+00
              5      0.10E-02  0.37E+00  0.87E-04  0.98E+00

     Power:  0.67384E+07


                         Increment number  70
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.90E+01  0.13E-03  0.98E+00
              2      0.10E-02  0.56E+00  0.13E-03  0.98E+00
              3      0.10E-02  0.40E+00  0.87E-04  0.98E+00

     Power:  0.67498E+07


                         Increment number  71
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.87E+01  0.13E-03  0.98E+00
              2      0.10E-02  0.56E+00  0.12E-03  0.98E+00
              3      0.10E-02  0.41E+00  0.87E-04  0.98E+00
              4      0.10E-02  0.39E+00  0.86E-04  0.98E+00

     Power:  0.67610E+07


                         Increment number  72
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.85E+01  0.13E-03  0.98E+00
              2      0.10E-02  0.55E+00  0.12E-03  0.98E+00
              3      0.10E-02  0.42E+00  0.87E-04  0.98E+00

     Power:  0.67718E+07


                         Increment number  73
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.82E+01  0.13E-03  0.98E+00
              2      0.10E-02  0.55E+00  0.12E-03  0.98E+00
              3      0.10E-02  0.42E+00  0.87E-04  0.98E+00

     Power:  0.67825E+07


                         Increment number  74
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.80E+01  0.12E-03  0.98E+00
              2      0.10E-02  0.55E+00  0.12E-03  0.98E+00
              3      0.10E-02  0.43E+00  0.87E-04  0.98E+00
              4      0.10E-02  0.42E+00  0.86E-04  0.98E+00
              5      0.10E-02  0.42E+00  0.86E-04  0.98E+00

     Power:  0.67928E+07


                         Increment number  75
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.78E+01  0.12E-03  0.98E+00
              2      0.10E-02  0.55E+00  0.12E-03  0.98E+00
              3      0.10E-02  0.44E+00  0.86E-04  0.98E+00
              4      0.10E-02  0.43E+00  0.86E-04  0.98E+00
              5      0.10E-02  0.43E+00  0.86E-04  0.98E+00

     Power:  0.68030E+07


                         Increment number  76
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.76E+01  0.12E-03  0.98E+00
              2      0.10E-02  0.55E+00  0.12E-03  0.98E+00
              3      0.10E-02  0.45E+00  0.86E-04  0.98E+00
              4      0.10E-02  0.44E+00  0.86E-04  0.98E+00
              5      0.10E-02  0.44E+00  0.86E-04  0.98E+00

     Power:  0.68129E+07


                         Increment number  77
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.75E+01  0.12E-03  0.98E+00
              2      0.10E-02  0.55E+00  0.12E-03  0.98E+00
              3      0.10E-02  0.46E+00  0.86E-04  0.98E+00
              4      0.10E-02  0.45E+00  0.86E-04  0.98E+00
              5      0.10E-02  0.45E+00  0.85E-04  0.98E+00
              6      0.10E-02  0.45E+00  0.85E-04  0.98E+00
              7      0.10E-02  0.45E+00  0.85E-04  0.98E+00
              8      0.10E-02  0.45E+00  0.85E-04  0.98E+00

     Power:  0.68225E+07


                         Increment number  78
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.73E+01  0.12E-03  0.98E+00
              2      0.10E-02  0.56E+00  0.11E-03  0.98E+00
              3      0.10E-02  0.47E+00  0.86E-04  0.98E+00
              4      0.10E-02  0.46E+00  0.85E-04  0.98E+00
              5      0.10E-02  0.46E+00  0.85E-04  0.98E+00
              6      0.10E-02  0.46E+00  0.85E-04  0.98E+00
              7      0.10E-02  0.46E+00  0.85E-04  0.98E+00
              8      0.10E-02  0.45E+00  0.85E-04  0.98E+00
              9      0.10E-02  0.46E+00  0.85E-04  0.98E+00
             10      0.10E-02  0.45E+00  0.85E-04  0.98E+00

     Power:  0.68320E+07


                         Increment number  79
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.72E+01  0.12E-03  0.98E+00
              2      0.10E-02  0.56E+00  0.11E-03  0.98E+00
              3      0.10E-02  0.47E+00  0.85E-04  0.98E+00
              4      0.10E-02  0.47E+00  0.85E-04  0.98E+00
              5      0.10E-02  0.46E+00  0.85E-04  0.98E+00
              6      0.10E-02  0.46E+00  0.85E-04  0.98E+00
              7      0.10E-02  0.46E+00  0.85E-04  0.98E+00
              8      0.10E-02  0.46E+00  0.85E-04  0.98E+00
              9      0.10E-02  0.46E+00  0.85E-04  0.98E+00
             10      0.10E-02  0.46E+00  0.85E-04  0.98E+00
             11      0.10E-02  0.46E+00  0.85E-04  0.98E+00
             12      0.10E-02  0.46E+00  0.84E-04  0.98E+00
             13      0.10E-02  0.46E+00  0.84E-04  0.98E+00
             14      0.10E-02  0.46E+00  0.84E-04  0.98E+00
             15      0.10E-02  0.46E+00  0.84E-04  0.98E+00
             16      0.10E-02  0.46E+00  0.84E-04  0.98E+00
             17      0.10E-02  0.46E+00  0.84E-04  0.98E+00
             18      0.10E-02  0.46E+00  0.84E-04  0.98E+00
             19      0.10E-02  0.46E+00  0.84E-04  0.98E+00

     Power:  0.68412E+07


                         Increment number  80
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.70E+01  0.12E-03  0.98E+00
              2      0.10E-02  0.56E+00  0.11E-03  0.98E+00
              3      0.10E-02  0.48E+00  0.85E-04  0.98E+00
              4      0.10E-02  0.47E+00  0.84E-04  0.98E+00
              5      0.10E-02  0.47E+00  0.84E-04  0.98E+00
              6      0.10E-02  0.47E+00  0.84E-04  0.98E+00
              7      0.10E-02  0.47E+00  0.84E-04  0.98E+00
              8      0.10E-02  0.47E+00  0.84E-04  0.98E+00
              9      0.10E-02  0.47E+00  0.84E-04  0.98E+00
             10      0.10E-02  0.47E+00  0.84E-04  0.98E+00
             11      0.10E-02  0.47E+00  0.84E-04  0.98E+00
             12      0.10E-02  0.47E+00  0.84E-04  0.98E+00
             13      0.10E-02  0.47E+00  0.84E-04  0.98E+00
             14      0.10E-02  0.47E+00  0.84E-04  0.98E+00
             15      0.10E-02  0.47E+00  0.84E-04  0.98E+00
             16      0.10E-02  0.47E+00  0.84E-04  0.98E+00
             17      0.10E-02  0.47E+00  0.84E-04  0.98E+00
             18      0.10E-02  0.47E+00  0.84E-04  0.98E+00
             19      0.10E-02  0.47E+00  0.84E-04  0.98E+00
             20      0.10E-02  0.47E+00  0.83E-04  0.98E+00

     Power:  0.68502E+07


                         Increment number  81
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.69E+01  0.12E-03  0.98E+00
              2      0.10E-02  0.57E+00  0.11E-03  0.98E+00
              3      0.10E-02  0.48E+00  0.84E-04  0.98E+00
              4      0.10E-02  0.48E+00  0.83E-04  0.98E+00
              5      0.10E-02  0.48E+00  0.83E-04  0.98E+00
              6      0.10E-02  0.48E+00  0.83E-04  0.98E+00
              7      0.10E-02  0.48E+00  0.83E-04  0.98E+00
              8      0.10E-02  0.48E+00  0.83E-04  0.98E+00
              9      0.10E-02  0.48E+00  0.83E-04  0.98E+00
             10      0.10E-02  0.48E+00  0.83E-04  0.98E+00
             11      0.10E-02  0.48E+00  0.83E-04  0.98E+00
             12      0.10E-02  0.48E+00  0.83E-04  0.98E+00
             13      0.10E-02  0.48E+00  0.83E-04  0.98E+00
             14      0.10E-02  0.48E+00  0.83E-04  0.98E+00
             15      0.10E-02  0.47E+00  0.83E-04  0.98E+00
             16      0.10E-02  0.47E+00  0.83E-04  0.98E+00
             17      0.10E-02  0.47E+00  0.83E-04  0.98E+00
             18      0.10E-02  0.47E+00  0.83E-04  0.98E+00
             19      0.10E-02  0.47E+00  0.83E-04  0.98E+00
             20      0.10E-02  0.47E+00  0.83E-04  0.98E+00

     Power:  0.68591E+07


                         Increment number  82
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.67E+01  0.11E-03  0.98E+00
              2      0.10E-02  0.57E+00  0.11E-03  0.98E+00
              3      0.10E-02  0.49E+00  0.83E-04  0.98E+00
              4      0.10E-02  0.48E+00  0.82E-04  0.98E+00
              5      0.10E-02  0.48E+00  0.82E-04  0.98E+00
              6      0.10E-02  0.48E+00  0.82E-04  0.98E+00
              7      0.10E-02  0.48E+00  0.82E-04  0.98E+00
              8      0.10E-02  0.48E+00  0.82E-04  0.98E+00
              9      0.10E-02  0.48E+00  0.82E-04  0.98E+00
             10      0.10E-02  0.48E+00  0.82E-04  0.98E+00
             11      0.10E-02  0.48E+00  0.82E-04  0.98E+00
             12      0.10E-02  0.48E+00  0.82E-04  0.98E+00
             13      0.10E-02  0.48E+00  0.82E-04  0.98E+00
             14      0.10E-02  0.48E+00  0.82E-04  0.98E+00
             15      0.10E-02  0.48E+00  0.82E-04  0.98E+00
             16      0.10E-02  0.48E+00  0.82E-04  0.98E+00
             17      0.10E-02  0.48E+00  0.82E-04  0.98E+00
             18      0.10E-02  0.48E+00  0.82E-04  0.98E+00
             19      0.10E-02  0.48E+00  0.82E-04  0.98E+00
             20      0.10E-02  0.48E+00  0.82E-04  0.98E+00

     Power:  0.68677E+07


                         Increment number  83
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.11E-02  0.65E+01  0.11E-03  0.98E+00
              2      0.11E-02  0.57E+00  0.11E-03  0.98E+00
              3      0.11E-02  0.49E+00  0.82E-04  0.98E+00
              4      0.11E-02  0.49E+00  0.82E-04  0.98E+00
              5      0.11E-02  0.49E+00  0.81E-04  0.98E+00
              6      0.11E-02  0.49E+00  0.81E-04  0.98E+00
              7      0.11E-02  0.49E+00  0.81E-04  0.98E+00
              8      0.11E-02  0.49E+00  0.81E-04  0.98E+00
              9      0.11E-02  0.49E+00  0.81E-04  0.98E+00
             10      0.11E-02  0.49E+00  0.81E-04  0.98E+00
             11      0.11E-02  0.49E+00  0.81E-04  0.98E+00
             12      0.11E-02  0.49E+00  0.81E-04  0.98E+00
             13      0.11E-02  0.49E+00  0.81E-04  0.98E+00
             14      0.11E-02  0.49E+00  0.81E-04  0.98E+00
             15      0.11E-02  0.49E+00  0.81E-04  0.98E+00
             16      0.11E-02  0.49E+00  0.81E-04  0.98E+00
             17      0.11E-02  0.49E+00  0.81E-04  0.98E+00
             18      0.11E-02  0.49E+00  0.81E-04  0.98E+00
             19      0.11E-02  0.49E+00  0.81E-04  0.98E+00
             20      0.11E-02  0.49E+00  0.81E-04  0.98E+00

     Power:  0.68762E+07


                         Increment number  84
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.11E-02  0.64E+01  0.11E-03  0.98E+00
              2      0.11E-02  0.57E+00  0.11E-03  0.98E+00
              3      0.11E-02  0.50E+00  0.81E-04  0.98E+00
              4      0.11E-02  0.49E+00  0.81E-04  0.98E+00
              5      0.11E-02  0.49E+00  0.80E-04  0.98E+00
              6      0.11E-02  0.49E+00  0.80E-04  0.98E+00
              7      0.11E-02  0.49E+00  0.80E-04  0.98E+00
              8      0.11E-02  0.49E+00  0.80E-04  0.98E+00
              9      0.11E-02  0.49E+00  0.80E-04  0.98E+00
             10      0.11E-02  0.49E+00  0.80E-04  0.98E+00
             11      0.11E-02  0.49E+00  0.80E-04  0.98E+00
             12      0.11E-02  0.49E+00  0.80E-04  0.98E+00
             13      0.11E-02  0.49E+00  0.80E-04  0.98E+00
             14      0.11E-02  0.49E+00  0.80E-04  0.98E+00
             15      0.11E-02  0.49E+00  0.80E-04  0.98E+00
             16      0.11E-02  0.49E+00  0.80E-04  0.98E+00
             17      0.11E-02  0.49E+00  0.80E-04  0.98E+00
             18      0.11E-02  0.49E+00  0.80E-04  0.98E+00
             19      0.11E-02  0.49E+00  0.80E-04  0.98E+00
             20      0.11E-02  0.49E+00  0.80E-04  0.98E+00

     Power:  0.68845E+07


                         Increment number  85
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.11E-02  0.62E+01  0.11E-03  0.98E+00
              2      0.11E-02  0.57E+00  0.10E-03  0.98E+00
              3      0.11E-02  0.50E+00  0.80E-04  0.98E+00
              4      0.11E-02  0.50E+00  0.80E-04  0.98E+00
              5      0.11E-02  0.50E+00  0.80E-04  0.98E+00
              6      0.11E-02  0.50E+00  0.80E-04  0.98E+00
              7      0.11E-02  0.50E+00  0.80E-04  0.98E+00
              8      0.11E-02  0.50E+00  0.80E-04  0.98E+00
              9      0.11E-02  0.50E+00  0.79E-04  0.98E+00
             10      0.11E-02  0.50E+00  0.79E-04  0.98E+00
             11      0.11E-02  0.49E+00  0.79E-04  0.98E+00
             12      0.11E-02  0.49E+00  0.79E-04  0.98E+00
             13      0.11E-02  0.49E+00  0.79E-04  0.98E+00
             14      0.11E-02  0.49E+00  0.79E-04  0.98E+00
             15      0.11E-02  0.49E+00  0.79E-04  0.98E+00
             16      0.11E-02  0.49E+00  0.79E-04  0.98E+00
             17      0.11E-02  0.49E+00  0.79E-04  0.98E+00
             18      0.11E-02  0.49E+00  0.79E-04  0.98E+00
             19      0.11E-02  0.49E+00  0.79E-04  0.98E+00
             20      0.11E-02  0.49E+00  0.79E-04  0.98E+00

     Power:  0.68927E+07


                         Increment number  86
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.11E-02  0.60E+01  0.11E-03  0.98E+00
              2      0.11E-02  0.57E+00  0.10E-03  0.98E+00
              3      0.11E-02  0.50E+00  0.79E-04  0.98E+00
              4      0.11E-02  0.50E+00  0.79E-04  0.98E+00
              5      0.11E-02  0.50E+00  0.79E-04  0.98E+00
              6      0.11E-02  0.50E+00  0.79E-04  0.98E+00
              7      0.11E-02  0.50E+00  0.79E-04  0.98E+00
              8      0.11E-02  0.50E+00  0.79E-04  0.98E+00
              9      0.11E-02  0.50E+00  0.79E-04  0.98E+00
             10      0.11E-02  0.50E+00  0.79E-04  0.98E+00
             11      0.11E-02  0.49E+00  0.79E-04  0.98E+00
             12      0.11E-02  0.49E+00  0.79E-04  0.98E+00
             13      0.11E-02  0.49E+00  0.79E-04  0.98E+00
             14      0.11E-02  0.49E+00  0.79E-04  0.98E+00
             15      0.11E-02  0.49E+00  0.79E-04  0.98E+00
             16      0.11E-02  0.49E+00  0.79E-04  0.98E+00
             17      0.11E-02  0.49E+00  0.79E-04  0.98E+00
             18      0.11E-02  0.49E+00  0.79E-04  0.98E+00
             19      0.11E-02  0.49E+00  0.79E-04  0.98E+00
             20      0.11E-02  0.49E+00  0.79E-04  0.98E+00

     Power:  0.69007E+07


                         Increment number  87
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.11E-02  0.58E+01  0.11E-03  0.98E+00
              2      0.11E-02  0.56E+00  0.10E-03  0.98E+00
              3      0.11E-02  0.50E+00  0.79E-04  0.98E+00
              4      0.11E-02  0.49E+00  0.79E-04  0.98E+00
              5      0.11E-02  0.50E+00  0.78E-04  0.98E+00
              6      0.11E-02  0.49E+00  0.78E-04  0.98E+00
              7      0.11E-02  0.49E+00  0.78E-04  0.98E+00
              8      0.11E-02  0.49E+00  0.78E-04  0.98E+00
              9      0.11E-02  0.49E+00  0.78E-04  0.98E+00
             10      0.11E-02  0.49E+00  0.78E-04  0.98E+00
             11      0.11E-02  0.49E+00  0.78E-04  0.98E+00
             12      0.11E-02  0.49E+00  0.78E-04  0.98E+00
             13      0.11E-02  0.49E+00  0.78E-04  0.98E+00
             14      0.11E-02  0.49E+00  0.78E-04  0.98E+00
             15      0.11E-02  0.49E+00  0.78E-04  0.98E+00
             16      0.11E-02  0.49E+00  0.78E-04  0.98E+00
             17      0.11E-02  0.49E+00  0.78E-04  0.98E+00
             18      0.11E-02  0.49E+00  0.78E-04  0.98E+00
             19      0.11E-02  0.49E+00  0.78E-04  0.98E+00
             20      0.11E-02  0.49E+00  0.78E-04  0.98E+00

     Power:  0.69086E+07


                         Increment number  88
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.11E-02  0.57E+01  0.11E-03  0.98E+00
              2      0.11E-02  0.55E+00  0.10E-03  0.98E+00
              3      0.11E-02  0.49E+00  0.78E-04  0.98E+00
              4      0.11E-02  0.49E+00  0.78E-04  0.98E+00
              5      0.11E-02  0.49E+00  0.78E-04  0.98E+00
              6      0.11E-02  0.49E+00  0.78E-04  0.98E+00
              7      0.11E-02  0.49E+00  0.78E-04  0.98E+00
              8      0.11E-02  0.49E+00  0.78E-04  0.98E+00
              9      0.11E-02  0.49E+00  0.78E-04  0.98E+00
             10      0.11E-02  0.49E+00  0.78E-04  0.98E+00
             11      0.11E-02  0.49E+00  0.78E-04  0.98E+00
             12      0.11E-02  0.49E+00  0.78E-04  0.98E+00
             13      0.11E-02  0.49E+00  0.78E-04  0.98E+00
             14      0.11E-02  0.49E+00  0.78E-04  0.98E+00
             15      0.11E-02  0.49E+00  0.78E-04  0.98E+00
             16      0.11E-02  0.49E+00  0.78E-04  0.98E+00
             17      0.11E-02  0.49E+00  0.78E-04  0.98E+00
             18      0.11E-02  0.49E+00  0.78E-04  0.98E+00
             19      0.11E-02  0.49E+00  0.78E-04  0.98E+00
             20      0.11E-02  0.49E+00  0.78E-04  0.98E+00

     Power:  0.69163E+07


                         Increment number  89
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.11E-02  0.55E+01  0.10E-03  0.98E+00
              2      0.11E-02  0.54E+00  0.10E-03  0.98E+00
              3      0.11E-02  0.49E+00  0.78E-04  0.98E+00
              4      0.11E-02  0.48E+00  0.78E-04  0.98E+00
              5      0.11E-02  0.48E+00  0.78E-04  0.98E+00
              6      0.11E-02  0.48E+00  0.78E-04  0.98E+00
              7      0.11E-02  0.48E+00  0.78E-04  0.98E+00
              8      0.11E-02  0.48E+00  0.78E-04  0.98E+00
              9      0.11E-02  0.48E+00  0.78E-04  0.98E+00
             10      0.11E-02  0.48E+00  0.78E-04  0.98E+00
             11      0.11E-02  0.48E+00  0.78E-04  0.98E+00
             12      0.11E-02  0.48E+00  0.78E-04  0.98E+00
             13      0.11E-02  0.48E+00  0.78E-04  0.98E+00
             14      0.11E-02  0.48E+00  0.78E-04  0.98E+00
             15      0.11E-02  0.48E+00  0.78E-04  0.98E+00
             16      0.11E-02  0.48E+00  0.78E-04  0.98E+00
             17      0.11E-02  0.48E+00  0.78E-04  0.98E+00
             18      0.11E-02  0.48E+00  0.78E-04  0.98E+00
             19      0.11E-02  0.48E+00  0.78E-04  0.98E+00
             20      0.11E-02  0.48E+00  0.78E-04  0.98E+00

     Power:  0.69239E+07


                         Increment number  90
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.11E-02  0.54E+01  0.10E-03  0.98E+00
              2      0.11E-02  0.53E+00  0.10E-03  0.98E+00
              3      0.11E-02  0.48E+00  0.78E-04  0.98E+00
              4      0.11E-02  0.48E+00  0.78E-04  0.98E+00
              5      0.11E-02  0.48E+00  0.78E-04  0.98E+00
              6      0.11E-02  0.48E+00  0.78E-04  0.98E+00
              7      0.11E-02  0.48E+00  0.78E-04  0.98E+00
              8      0.11E-02  0.48E+00  0.78E-04  0.98E+00
              9      0.11E-02  0.47E+00  0.78E-04  0.98E+00
             10      0.11E-02  0.47E+00  0.78E-04  0.98E+00
             11      0.11E-02  0.47E+00  0.78E-04  0.98E+00
             12      0.11E-02  0.47E+00  0.78E-04  0.98E+00
             13      0.11E-02  0.47E+00  0.78E-04  0.98E+00
             14      0.11E-02  0.47E+00  0.78E-04  0.98E+00
             15      0.11E-02  0.47E+00  0.78E-04  0.98E+00
             16      0.11E-02  0.47E+00  0.78E-04  0.98E+00
             17      0.11E-02  0.47E+00  0.78E-04  0.98E+00
             18      0.11E-02  0.47E+00  0.78E-04  0.98E+00
             19      0.11E-02  0.47E+00  0.78E-04  0.98E+00
             20      0.11E-02  0.47E+00  0.78E-04  0.98E+00

     Power:  0.69315E+07


                         Increment number  91
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.53E+01  0.10E-03  0.98E+00
              2      0.10E-02  0.52E+00  0.99E-04  0.98E+00
              3      0.10E-02  0.47E+00  0.78E-04  0.98E+00
              4      0.10E-02  0.47E+00  0.78E-04  0.98E+00
              5      0.10E-02  0.47E+00  0.78E-04  0.98E+00
              6      0.10E-02  0.47E+00  0.78E-04  0.98E+00
              7      0.10E-02  0.47E+00  0.78E-04  0.98E+00
              8      0.10E-02  0.47E+00  0.78E-04  0.98E+00
              9      0.10E-02  0.47E+00  0.78E-04  0.98E+00
             10      0.10E-02  0.47E+00  0.78E-04  0.98E+00
             11      0.10E-02  0.46E+00  0.78E-04  0.98E+00
             12      0.10E-02  0.46E+00  0.78E-04  0.98E+00
             13      0.10E-02  0.46E+00  0.78E-04  0.98E+00
             14      0.10E-02  0.46E+00  0.78E-04  0.98E+00
             15      0.10E-02  0.46E+00  0.78E-04  0.98E+00
             16      0.10E-02  0.46E+00  0.78E-04  0.98E+00
             17      0.10E-02  0.46E+00  0.78E-04  0.98E+00
             18      0.10E-02  0.46E+00  0.78E-04  0.98E+00
             19      0.10E-02  0.46E+00  0.79E-04  0.98E+00
             20      0.10E-02  0.46E+00  0.79E-04  0.98E+00

     Power:  0.69389E+07


                         Increment number  92
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.53E+01  0.10E-03  0.98E+00
              2      0.10E-02  0.51E+00  0.99E-04  0.98E+00
              3      0.10E-02  0.46E+00  0.79E-04  0.98E+00
              4      0.10E-02  0.46E+00  0.79E-04  0.98E+00
              5      0.10E-02  0.46E+00  0.79E-04  0.98E+00
              6      0.10E-02  0.46E+00  0.79E-04  0.98E+00
              7      0.10E-02  0.46E+00  0.79E-04  0.98E+00
              8      0.10E-02  0.46E+00  0.79E-04  0.98E+00
              9      0.10E-02  0.45E+00  0.79E-04  0.98E+00
             10      0.10E-02  0.45E+00  0.79E-04  0.98E+00
             11      0.10E-02  0.45E+00  0.79E-04  0.98E+00
             12      0.10E-02  0.45E+00  0.79E-04  0.98E+00
             13      0.10E-02  0.45E+00  0.79E-04  0.98E+00
             14      0.10E-02  0.45E+00  0.79E-04  0.98E+00
             15      0.10E-02  0.45E+00  0.79E-04  0.98E+00
             16      0.10E-02  0.45E+00  0.79E-04  0.98E+00
             17      0.10E-02  0.45E+00  0.79E-04  0.98E+00
             18      0.10E-02  0.45E+00  0.79E-04  0.98E+00
             19      0.10E-02  0.45E+00  0.79E-04  0.98E+00
             20      0.10E-02  0.45E+00  0.79E-04  0.98E+00

     Power:  0.69462E+07


                         Increment number  93
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.99E-03  0.52E+01  0.10E-03  0.98E+00

     Power:  0.69534E+07


                         Increment number  94
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.98E-03  0.92E+01  0.89E-04  0.98E+00

     Power:  0.69606E+07


                         Increment number  95
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.98E-03  0.86E+01  0.10E-03  0.98E+00

     Power:  0.69677E+07


                         Increment number  96
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.99E-03  0.49E+01  0.97E-04  0.98E+00

     Power:  0.69747E+07


                         Increment number  97
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.29E+01  0.89E-04  0.98E+00
              2      0.10E-02  0.46E+00  0.87E-04  0.98E+00

     Power:  0.69816E+07


                         Increment number  98
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.15E+01  0.10E-03  0.98E+00
              2      0.10E-02  0.46E+00  0.80E-04  0.98E+00
              3      0.10E-02  0.44E+00  0.78E-04  0.98E+00

     Power:  0.69884E+07


                         Increment number  99
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.45E+01  0.94E-04  0.98E+00
              2      0.10E-02  0.46E+00  0.94E-04  0.98E+00
              3      0.10E-02  0.43E+00  0.78E-04  0.98E+00
              4      0.10E-02  0.43E+00  0.78E-04  0.98E+00
              5      0.10E-02  0.43E+00  0.78E-04  0.98E+00

     Power:  0.69951E+07


                         Increment number 100
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.45E+01  0.93E-04  0.98E+00
              2      0.10E-02  0.46E+00  0.94E-04  0.98E+00
              3      0.10E-02  0.43E+00  0.78E-04  0.98E+00
              4      0.10E-02  0.43E+00  0.78E-04  0.98E+00
              5      0.10E-02  0.43E+00  0.78E-04  0.98E+00
              6      0.10E-02  0.42E+00  0.77E-04  0.98E+00
              7      0.10E-02  0.42E+00  0.77E-04  0.98E+00
              8      0.10E-02  0.42E+00  0.77E-04  0.98E+00
              9      0.10E-02  0.42E+00  0.77E-04  0.98E+00

     Power:  0.70017E+07


                         Increment number 101
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.44E+01  0.92E-04  0.98E+00
              2      0.10E-02  0.45E+00  0.93E-04  0.98E+00
              3      0.10E-02  0.42E+00  0.77E-04  0.98E+00
              4      0.10E-02  0.42E+00  0.77E-04  0.98E+00
              5      0.10E-02  0.42E+00  0.77E-04  0.98E+00

     Power:  0.70083E+07


                         Increment number 102
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.43E+01  0.91E-04  0.98E+00
              2      0.10E-02  0.44E+00  0.92E-04  0.98E+00
              3      0.10E-02  0.42E+00  0.77E-04  0.98E+00
              4      0.10E-02  0.42E+00  0.77E-04  0.98E+00

     Power:  0.70147E+07


                         Increment number 103
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.42E+01  0.90E-04  0.98E+00
              2      0.10E-02  0.44E+00  0.91E-04  0.98E+00
              3      0.10E-02  0.41E+00  0.77E-04  0.98E+00

     Power:  0.70211E+07


                         Increment number 104
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.41E+01  0.89E-04  0.98E+00

     Power:  0.70274E+07


                         Increment number 105
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.73E+01  0.82E-04  0.98E+00
              2      0.10E-02  0.45E+00  0.11E-03  0.98E+00
