

                         Increment number   1
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.
             13      0.44E-02  0.76E-01  0.25E-03  0.92E+00
             14      0.43E-02  0.76E-01  0.25E-03  0.92E+00
             15      0.43E-02  0.76E-01  0.25E-03  0.92E+00
             16      0.43E-02  0.76E-01  0.25E-03  0.92E+00
             17      0.43E-02  0.76E-01  0.25E-03  0.92E+00
             18      0.43E-02  0.76E-01  0.25E-03  0.92E+00
             19      0.43E-02  0.76E-01  0.25E-03  0.92E+00
             20      0.43E-02  0.76E-01  0.25E-03  0.92E+00

     Power:   1073.6    


                         Increment number 202
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.45E-02  0.25E+00  0.27E-03  0.92E+00
              2      0.44E-02  0.83E-01  0.25E-03  0.92E+00
              3      0.44E-02  0.78E-01  0.25E-03  0.92E+00
              4      0.44E-02  0.78E-01  0.25E-03  0.92E+00
              5      0.44E-02  0.78E-01  0.25E-03  0.92E+00
              6      0.44E-02  0.78E-01  0.25E-03  0.92E+00
              7      0.44E-02  0.78E-01  0.25E-03  0.92E+00
              8      0.44E-02  0.78E-01  0.25E-03  0.92E+00
              9      0.44E-02  0.78E-01  0.25E-03  0.92E+00
             10      0.44E-02  0.78E-01  0.25E-03  0.92E+00
             11      0.44E-02  0.78E-01  0.25E-03  0.92E+00
             12      0.44E-02  0.78E-01  0.25E-03  0.92E+00
             13      0.44E-02  0.78E-01  0.25E-03  0.92E+00
             14      0.44E-02  0.77E-01  0.25E-03  0.92E+00
             15      0.44E-02  0.77E-01  0.25E-03  0.92E+00
             16      0.44E-02  0.77E-01  0.25E-03  0.92E+00
             17      0.44E-02  0.77E-01  0.25E-03  0.92E+00
             18      0.43E-02  0.77E-01  0.25E-03  0.92E+00
             19      0.43E-02  0.77E-01  0.25E-03  0.92E+00
             20      0.43E-02  0.77E-01  0.25E-03  0.92E+00

     Power:   1074.3    


                         Increment number 203
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.45E-02  0.25E+00  0.27E-03  0.92E+00
              2      0.45E-02  0.84E-01  0.25E-03  0.92E+00
              3      0.45E-02  0.80E-01  0.25E-03  0.92E+00
              4      0.45E-02  0.79E-01  0.25E-03  0.92E+00
              5      0.45E-02  0.79E-01  0.25E-03  0.92E+00
              6      0.44E-02  0.79E-01  0.25E-03  0.92E+00
              7      0.44E-02  0.79E-01  0.25E-03  0.92E+00
              8      0.44E-02  0.79E-01  0.25E-03  0.92E+00
              9      0.44E-02  0.79E-01  0.25E-03  0.92E+00
             10      0.44E-02  0.79E-01  0.25E-03  0.92E+00
             11      0.44E-02  0.79E-01  0.25E-03  0.92E+00
             12      0.44E-02  0.79E-01  0.25E-03  0.92E+00
             13      0.44E-02  0.79E-01  0.25E-03  0.92E+00
             14      0.44E-02  0.79E-01  0.25E-03  0.92E+00
             15      0.44E-02  0.79E-01  0.25E-03  0.92E+00
             16      0.44E-02  0.79E-01  0.25E-03  0.92E+00
             17      0.44E-02  0.79E-01  0.25E-03  0.92E+00
             18      0.44E-02  0.79E-01  0.25E-03  0.92E+00
             19      0.44E-02  0.78E-01  0.25E-03  0.92E+00
             20      0.44E-02  0.78E-01  0.25E-03  0.92E+00

     Power:   1075.0    


                         Increment number 204
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.45E-02  0.26E+00  0.27E-03  0.92E+00
              2      0.45E-02  0.86E-01  0.25E-03  0.92E+00
              3      0.45E-02  0.81E-01  0.25E-03  0.92E+00
              4      0.45E-02  0.81E-01  0.25E-03  0.92E+00
              5      0.45E-02  0.81E-01  0.25E-03  0.92E+00
              6      0.45E-02  0.81E-01  0.25E-03  0.92E+00
              7      0.45E-02  0.81E-01  0.25E-03  0.92E+00
              8      0.45E-02  0.81E-01  0.25E-03  0.92E+00
              9      0.44E-02  0.81E-01  0.25E-03  0.92E+00
             10      0.44E-02  0.80E-01  0.25E-03  0.92E+00
             11      0.44E-02  0.80E-01  0.25E-03  0.92E+00
             12      0.44E-02  0.80E-01  0.25E-03  0.92E+00
             13      0.44E-02  0.80E-01  0.25E-03  0.92E+00
             14      0.44E-02  0.80E-01  0.25E-03  0.92E+00
             15      0.44E-02  0.80E-01  0.25E-03  0.92E+00
             16      0.44E-02  0.80E-01  0.25E-03  0.92E+00
             17      0.44E-02  0.80E-01  0.25E-03  0.92E+00
             18      0.44E-02  0.80E-01  0.25E-03  0.92E+00
             19      0.44E-02  0.80E-01  0.25E-03  0.92E+00
             20      0.44E-02  0.80E-01  0.25E-03  0.92E+00

     Power:   1075.7    


                         Increment number 205
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.45E-02  0.26E+00  0.27E-03  0.92E+00
              2      0.45E-02  0.87E-01  0.25E-03  0.92E+00
              3      0.45E-02  0.82E-01  0.25E-03  0.92E+00
              4      0.45E-02  0.82E-01  0.25E-03  0.92E+00
              5      0.45E-02  0.82E-01  0.25E-03  0.92E+00
              6      0.45E-02  0.82E-01  0.25E-03  0.92E+00
              7      0.45E-02  0.82E-01  0.25E-03  0.92E+00
              8      0.45E-02  0.82E-01  0.25E-03  0.92E+00
              9      0.45E-02  0.82E-01  0.25E-03  0.92E+00
             10      0.45E-02  0.82E-01  0.25E-03  0.92E+00
             11      0.45E-02  0.82E-01  0.25E-03  0.92E+00
             12      0.44E-02  0.82E-01  0.25E-03  0.92E+00
             13      0.44E-02  0.82E-01  0.25E-03  0.92E+00
             14      0.44E-02  0.81E-01  0.25E-03  0.92E+00
             15      0.44E-02  0.81E-01  0.25E-03  0.92E+00
             16      0.44E-02  0.81E-01  0.25E-03  0.92E+00
             17      0.44E-02  0.81E-01  0.25E-03  0.92E+00
             18      0.44E-02  0.81E-01  0.25E-03  0.92E+00
             19      0.44E-02  0.81E-01  0.25E-03  0.92E+00
             20      0.44E-02  0.81E-01  0.25E-03  0.92E+00

     Power:   1076.4    


                         Increment number 206
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.45E-02  0.27E+00  0.28E-03  0.92E+00
              2      0.45E-02  0.88E-01  0.25E-03  0.92E+00
              3      0.45E-02  0.84E-01  0.25E-03  0.92E+00
              4      0.45E-02  0.84E-01  0.25E-03  0.92E+00
              5      0.45E-02  0.84E-01  0.25E-03  0.92E+00
              6      0.45E-02  0.83E-01  0.25E-03  0.92E+00
              7      0.45E-02  0.83E-01  0.25E-03  0.92E+00
              8      0.45E-02  0.83E-01  0.25E-03  0.92E+00
              9      0.45E-02  0.83E-01  0.25E-03  0.92E+00
             10      0.45E-02  0.83E-01  0.25E-03  0.92E+00
             11      0.45E-02  0.83E-01  0.25E-03  0.92E+00
             12      0.45E-02  0.83E-01  0.25E-03  0.92E+00
             13      0.45E-02  0.83E-01  0.25E-03  0.92E+00
             14      0.45E-02  0.83E-01  0.25E-03  0.92E+00
             15      0.44E-02  0.83E-01  0.25E-03  0.92E+00
             16      0.44E-02  0.83E-01  0.25E-03  0.92E+00
             17      0.44E-02  0.83E-01  0.25E-03  0.92E+00
             18      0.44E-02  0.82E-01  0.25E-03  0.92E+00
             19      0.44E-02  0.82E-01  0.25E-03  0.92E+00
             20      0.44E-02  0.82E-01  0.25E-03  0.92E+00

     Power:   1077.1    


                         Increment number 207
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.46E-02  0.27E+00  0.28E-03  0.92E+00
              2      0.45E-02  0.90E-01  0.25E-03  0.92E+00
              3      0.45E-02  0.85E-01  0.25E-03  0.92E+00
              4      0.45E-02  0.85E-01  0.25E-03  0.92E+00
              5      0.45E-02  0.85E-01  0.25E-03  0.92E+00
              6      0.45E-02  0.85E-01  0.25E-03  0.92E+00
              7      0.45E-02  0.85E-01  0.25E-03  0.92E+00
              8      0.45E-02  0.85E-01  0.25E-03  0.92E+00
              9      0.45E-02  0.84E-01  0.25E-03  0.92E+00
             10      0.45E-02  0.84E-01  0.25E-03  0.92E+00
             11      0.45E-02  0.84E-01  0.25E-03  0.92E+00
             12      0.45E-02  0.84E-01  0.25E-03  0.92E+00
             13      0.45E-02  0.84E-01  0.25E-03  0.92E+00
             14      0.45E-02  0.84E-01  0.25E-03  0.92E+00
             15      0.45E-02  0.84E-01  0.25E-03  0.92E+00
             16      0.45E-02  0.84E-01  0.25E-03  0.92E+00
             17      0.44E-02  0.84E-01  0.25E-03  0.92E+00
             18      0.44E-02  0.84E-01  0.25E-03  0.92E+00
             19      0.44E-02  0.84E-01  0.25E-03  0.92E+00
             20      0.44E-02  0.84E-01  0.25E-03  0.92E+00

     Power:   1077.8    


                         Increment number 208
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.46E-02  0.28E+00  0.28E-03  0.92E+00
              2      0.46E-02  0.91E-01  0.25E-03  0.92E+00
              3      0.46E-02  0.86E-01  0.25E-03  0.92E+00
              4      0.45E-02  0.86E-01  0.25E-03  0.92E+00
              5      0.45E-02  0.86E-01  0.25E-03  0.92E+00
              6      0.45E-02  0.86E-01  0.25E-03  0.92E+00
              7      0.45E-02  0.86E-01  0.25E-03  0.92E+00
              8      0.45E-02  0.86E-01  0.25E-03  0.92E+00
              9      0.45E-02  0.86E-01  0.25E-03  0.92E+00
             10      0.45E-02  0.86E-01  0.25E-03  0.92E+00
             11      0.45E-02  0.86E-01  0.25E-03  0.92E+00
             12      0.45E-02  0.86E-01  0.25E-03  0.92E+00
             13      0.45E-02  0.85E-01  0.25E-03  0.92E+00
             14      0.45E-02  0.85E-01  0.25E-03  0.92E+00
             15      0.45E-02  0.85E-01  0.25E-03  0.92E+00
             16      0.45E-02  0.85E-01  0.25E-03  0.92E+00
             17      0.45E-02  0.85E-01  0.25E-03  0.92E+00
             18      0.45E-02  0.85E-01  0.25E-03  0.92E+00
             19      0.44E-02  0.85E-01  0.25E-03  0.92E+00
             20      0.44E-02  0.85E-01  0.25E-03  0.92E+00

     Power:   1078.5    


                         Increment number 209
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.46E-02  0.28E+00  0.28E-03  0.92E+00
              2      0.46E-02  0.92E-01  0.25E-03  0.92E+00
              3      0.46E-02  0.88E-01  0.25E-03  0.92E+00
              4      0.46E-02  0.88E-01  0.25E-03  0.92E+00
              5      0.46E-02  0.87E-01  0.25E-03  0.92E+00
              6      0.46E-02  0.87E-01  0.25E-03  0.92E+00
              7      0.45E-02  0.87E-01  0.25E-03  0.92E+00
              8      0.45E-02  0.87E-01  0.25E-03  0.92E+00
              9      0.45E-02  0.87E-01  0.25E-03  0.92E+00
             10      0.45E-02  0.87E-01  0.25E-03  0.92E+00
             11      0.45E-02  0.87E-01  0.25E-03  0.92E+00
             12      0.45E-02  0.87E-01  0.25E-03  0.92E+00
             13      0.45E-02  0.87E-01  0.25E-03  0.92E+00
             14      0.45E-02  0.87E-01  0.25E-03  0.92E+00
             15      0.45E-02  0.87E-01  0.25E-03  0.92E+00
             16      0.45E-02  0.87E-01  0.25E-03  0.92E+00
             17      0.45E-02  0.86E-01  0.25E-03  0.92E+00
             18      0.45E-02  0.86E-01  0.25E-03  0.92E+00
             19      0.45E-02  0.86E-01  0.25E-03  0.92E+00
             20      0.45E-02  0.86E-01  0.25E-03  0.92E+00

     Power:   1079.3    


                         Increment number 210
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.46E-02  0.29E+00  0.28E-03  0.92E+00
              2      0.46E-02  0.94E-01  0.26E-03  0.92E+00
              3      0.46E-02  0.89E-01  0.25E-03  0.92E+00
              4      0.46E-02  0.89E-01  0.25E-03  0.92E+00
              5      0.46E-02  0.89E-01  0.26E-03  0.92E+00
              6      0.46E-02  0.89E-01  0.26E-03  0.92E+00
              7      0.46E-02  0.89E-01  0.25E-03  0.92E+00
              8      0.46E-02  0.89E-01  0.26E-03  0.92E+00
              9      0.45E-02  0.88E-01  0.26E-03  0.92E+00
             10      0.45E-02  0.88E-01  0.26E-03  0.92E+00
             11      0.45E-02  0.88E-01  0.26E-03  0.92E+00
             12      0.45E-02  0.88E-01  0.26E-03  0.92E+00
             13      0.45E-02  0.88E-01  0.26E-03  0.92E+00
             14      0.45E-02  0.88E-01  0.26E-03  0.92E+00
             15      0.45E-02  0.88E-01  0.26E-03  0.92E+00
             16      0.45E-02  0.88E-01  0.26E-03  0.92E+00
             17      0.45E-02  0.88E-01  0.26E-03  0.92E+00
             18      0.45E-02  0.88E-01  0.26E-03  0.92E+00
             19      0.45E-02  0.88E-01  0.26E-03  0.92E+00
             20      0.45E-02  0.88E-01  0.26E-03  0.92E+00

     Power:   1080.0    


                         Increment number 211
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.46E-02  0.29E+00  0.28E-03  0.92E+00
              2      0.46E-02  0.95E-01  0.26E-03  0.92E+00
              3      0.46E-02  0.90E-01  0.26E-03  0.92E+00
              4      0.46E-02  0.90E-01  0.26E-03  0.92E+00
              5      0.46E-02  0.90E-01  0.26E-03  0.92E+00
              6      0.46E-02  0.90E-01  0.26E-03  0.92E+00
              7      0.46E-02  0.90E-01  0.26E-03  0.92E+00
              8      0.46E-02  0.90E-01  0.26E-03  0.92E+00
              9      0.46E-02  0.90E-01  0.26E-03  0.92E+00
             10      0.46E-02  0.90E-01  0.26E-03  0.92E+00
             11      0.46E-02  0.90E-01  0.26E-03  0.92E+00
             12      0.45E-02  0.90E-01  0.26E-03  0.92E+00
             13      0.45E-02  0.89E-01  0.26E-03  0.92E+00
             14      0.45E-02  0.89E-01  0.26E-03  0.92E+00
             15      0.45E-02  0.89E-01  0.26E-03  0.92E+00
             16      0.45E-02  0.89E-01  0.26E-03  0.92E+00
             17      0.45E-02  0.89E-01  0.26E-03  0.92E+00
             18      0.45E-02  0.89E-01  0.26E-03  0.92E+00
             19      0.45E-02  0.89E-01  0.26E-03  0.92E+00
             20      0.45E-02  0.89E-01  0.26E-03  0.92E+00

     Power:   1080.7    


                         Increment number 212
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.47E-02  0.30E+00  0.29E-03  0.91E+00
              2      0.46E-02  0.97E-01  0.26E-03  0.92E+00
              3      0.46E-02  0.92E-01  0.26E-03  0.92E+00
              4      0.46E-02  0.92E-01  0.26E-03  0.92E+00
              5      0.46E-02  0.91E-01  0.26E-03  0.92E+00
              6      0.46E-02  0.91E-01  0.26E-03  0.92E+00
              7      0.46E-02  0.91E-01  0.26E-03  0.92E+00
              8      0.46E-02  0.91E-01  0.26E-03  0.92E+00
              9      0.46E-02  0.91E-01  0.26E-03  0.92E+00
             10      0.46E-02  0.91E-01  0.26E-03  0.92E+00
             11      0.46E-02  0.91E-01  0.26E-03  0.92E+00
             12      0.46E-02  0.91E-01  0.26E-03  0.92E+00
             13      0.46E-02  0.91E-01  0.26E-03  0.92E+00
             14      0.46E-02  0.91E-01  0.26E-03  0.92E+00
             15      0.46E-02  0.91E-01  0.26E-03  0.92E+00
             16      0.45E-02  0.90E-01  0.26E-03  0.92E+00
             17      0.45E-02  0.90E-01  0.26E-03  0.92E+00
             18      0.45E-02  0.90E-01  0.26E-03  0.92E+00
             19      0.45E-02  0.90E-01  0.26E-03  0.92E+00
             20      0.45E-02  0.90E-01  0.26E-03  0.92E+00

     Power:   1081.4    


                         Increment number 213
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.47E-02  0.31E+00  0.29E-03  0.91E+00
              2      0.47E-02  0.98E-01  0.26E-03  0.91E+00
              3      0.47E-02  0.93E-01  0.26E-03  0.91E+00
              4      0.47E-02  0.93E-01  0.26E-03  0.91E+00
              5      0.47E-02  0.93E-01  0.26E-03  0.91E+00
              6      0.46E-02  0.93E-01  0.26E-03  0.91E+00
              7      0.46E-02  0.93E-01  0.26E-03  0.92E+00
              8      0.46E-02  0.93E-01  0.26E-03  0.92E+00
              9      0.46E-02  0.92E-01  0.26E-03  0.92E+00
             10      0.46E-02  0.92E-01  0.26E-03  0.92E+00
             11      0.46E-02  0.92E-01  0.26E-03  0.92E+00
             12      0.46E-02  0.92E-01  0.26E-03  0.92E+00
             13      0.46E-02  0.92E-01  0.26E-03  0.92E+00
             14      0.46E-02  0.92E-01  0.26E-03  0.92E+00
             15      0.46E-02  0.92E-01  0.26E-03  0.92E+00
             16      0.46E-02  0.92E-01  0.26E-03  0.92E+00
             17      0.46E-02  0.92E-01  0.26E-03  0.92E+00
             18      0.46E-02  0.92E-01  0.26E-03  0.92E+00
             19      0.46E-02  0.92E-01  0.26E-03  0.92E+00
             20      0.45E-02  0.91E-01  0.26E-03  0.92E+00

     Power:   1082.2    


                         Increment number 214
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.47E-02  0.31E+00  0.29E-03  0.91E+00
              2      0.47E-02  0.10E+00  0.26E-03  0.91E+00
              3      0.47E-02  0.94E-01  0.26E-03  0.91E+00
              4      0.47E-02  0.94E-01  0.26E-03  0.91E+00
              5      0.47E-02  0.94E-01  0.26E-03  0.91E+00
              6      0.47E-02  0.94E-01  0.26E-03  0.91E+00
              7      0.47E-02  0.94E-01  0.26E-03  0.91E+00
              8      0.47E-02  0.94E-01  0.26E-03  0.91E+00
              9      0.47E-02  0.94E-01  0.26E-03  0.91E+00
             10      0.47E-02  0.94E-01  0.26E-03  0.91E+00
             11      0.46E-02  0.94E-01  0.26E-03  0.91E+00
             12      0.46E-02  0.94E-01  0.26E-03  0.92E+00
             13      0.46E-02  0.93E-01  0.26E-03  0.92E+00
             14      0.46E-02  0.93E-01  0.26E-03  0.92E+00
             15      0.46E-02  0.93E-01  0.26E-03  0.92E+00
             16      0.46E-02  0.93E-01  0.26E-03  0.92E+00
             17      0.46E-02  0.93E-01  0.26E-03  0.92E+00
             18      0.46E-02  0.93E-01  0.26E-03  0.92E+00
             19      0.46E-02  0.93E-01  0.26E-03  0.92E+00
             20      0.46E-02  0.93E-01  0.26E-03  0.92E+00

     Power:   1082.9    


                         Increment number 215
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.48E-02  0.32E+00  0.29E-03  0.91E+00
              2      0.48E-02  0.10E+00  0.26E-03  0.91E+00
              3      0.47E-02  0.96E-01  0.26E-03  0.91E+00
              4      0.47E-02  0.96E-01  0.26E-03  0.91E+00
              5      0.47E-02  0.96E-01  0.26E-03  0.91E+00
              6      0.47E-02  0.96E-01  0.26E-03  0.91E+00
              7      0.47E-02  0.95E-01  0.26E-03  0.91E+00
              8      0.47E-02  0.95E-01  0.26E-03  0.91E+00
              9      0.47E-02  0.95E-01  0.26E-03  0.91E+00
             10      0.47E-02  0.95E-01  0.26E-03  0.91E+00
             11      0.47E-02  0.95E-01  0.26E-03  0.91E+00
             12      0.47E-02  0.95E-01  0.26E-03  0.91E+00
             13      0.47E-02  0.95E-01  0.26E-03  0.91E+00
             14      0.47E-02  0.95E-01  0.26E-03  0.91E+00
             15      0.47E-02  0.95E-01  0.26E-03  0.91E+00
             16      0.47E-02  0.95E-01  0.26E-03  0.91E+00
             17      0.47E-02  0.95E-01  0.26E-03  0.91E+00
             18      0.46E-02  0.94E-01  0.26E-03  0.91E+00
             19      0.46E-02  0.94E-01  0.26E-03  0.92E+00
             20      0.46E-02  0.94E-01  0.26E-03  0.92E+00

     Power:   1083.7    


                         Increment number 216
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.48E-02  0.32E+00  0.29E-03  0.91E+00
              2      0.48E-02  0.10E+00  0.26E-03  0.91E+00
              3      0.48E-02  0.97E-01  0.26E-03  0.91E+00
              4      0.48E-02  0.97E-01  0.26E-03  0.91E+00
              5      0.48E-02  0.97E-01  0.26E-03  0.91E+00
              6      0.48E-02  0.97E-01  0.26E-03  0.91E+00
              7      0.48E-02  0.97E-01  0.26E-03  0.91E+00
              8      0.48E-02  0.97E-01  0.26E-03  0.91E+00
              9      0.48E-02  0.97E-01  0.26E-03  0.91E+00
             10      0.48E-02  0.97E-01  0.26E-03  0.91E+00
             11      0.47E-02  0.97E-01  0.26E-03  0.91E+00
             12      0.47E-02  0.96E-01  0.26E-03  0.91E+00
             13      0.47E-02  0.96E-01  0.26E-03  0.91E+00
             14      0.47E-02  0.96E-01  0.26E-03  0.91E+00
             15      0.47E-02  0.96E-01  0.27E-03  0.91E+00
             16      0.47E-02  0.96E-01  0.26E-03  0.91E+00
             17      0.47E-02  0.96E-01  0.27E-03  0.91E+00
             18      0.47E-02  0.96E-01  0.27E-03  0.91E+00
             19      0.47E-02  0.96E-01  0.27E-03  0.91E+00
             20      0.47E-02  0.96E-01  0.27E-03  0.91E+00

     Power:   1084.5    


                         Increment number 217
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.49E-02  0.32E+00  0.29E-03  0.91E+00
              2      0.49E-02  0.10E+00  0.27E-03  0.91E+00
              3      0.49E-02  0.99E-01  0.26E-03  0.91E+00
              4      0.48E-02  0.99E-01  0.27E-03  0.91E+00
              5      0.48E-02  0.99E-01  0.27E-03  0.91E+00
              6      0.48E-02  0.99E-01  0.27E-03  0.91E+00
              7      0.48E-02  0.98E-01  0.27E-03  0.91E+00
              8      0.48E-02  0.98E-01  0.27E-03  0.91E+00
              9      0.48E-02  0.98E-01  0.27E-03  0.91E+00
             10      0.48E-02  0.98E-01  0.27E-03  0.91E+00
             11      0.48E-02  0.98E-01  0.27E-03  0.91E+00
             12      0.48E-02  0.98E-01  0.27E-03  0.91E+00
             13      0.48E-02  0.98E-01  0.27E-03  0.91E+00
             14      0.48E-02  0.98E-01  0.27E-03  0.91E+00
             15      0.48E-02  0.98E-01  0.27E-03  0.91E+00
             16      0.48E-02  0.98E-01  0.27E-03  0.91E+00
             17      0.48E-02  0.97E-01  0.27E-03  0.91E+00
             18      0.48E-02  0.97E-01  0.27E-03  0.91E+00
             19      0.47E-02  0.97E-01  0.27E-03  0.91E+00
             20      0.47E-02  0.97E-01  0.27E-03  0.91E+00

     Power:   1085.2    


                         Increment number 218
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.49E-02  0.33E+00  0.30E-03  0.91E+00
              2      0.49E-02  0.11E+00  0.27E-03  0.91E+00
              3      0.49E-02  0.10E+00  0.27E-03  0.91E+00
              4      0.49E-02  0.10E+00  0.27E-03  0.91E+00
              5      0.49E-02  0.10E+00  0.27E-03  0.91E+00
              6      0.49E-02  0.10E+00  0.27E-03  0.91E+00
              7      0.49E-02  0.10E+00  0.27E-03  0.91E+00
              8      0.49E-02  0.10E+00  0.27E-03  0.91E+00
              9      0.49E-02  0.10E+00  0.27E-03  0.91E+00
             10      0.49E-02  0.10E+00  0.27E-03  0.91E+00
             11      0.49E-02  0.10E+00  0.27E-03  0.91E+00
             12      0.49E-02  0.10E+00  0.27E-03  0.91E+00
             13      0.48E-02  0.99E-01  0.27E-03  0.91E+00
             14      0.48E-02  0.99E-01  0.27E-03  0.91E+00
             15      0.48E-02  0.99E-01  0.27E-03  0.91E+00
             16      0.48E-02  0.99E-01  0.27E-03  0.91E+00
             17      0.48E-02  0.99E-01  0.27E-03  0.91E+00
             18      0.48E-02  0.99E-01  0.27E-03  0.91E+00
             19      0.48E-02  0.99E-01  0.27E-03  0.91E+00
             20      0.48E-02  0.99E-01  0.27E-03  0.91E+00

     Power:   1086.0    


                         Increment number 219
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.50E-02  0.33E+00  0.30E-03  0.91E+00
              2      0.50E-02  0.11E+00  0.27E-03  0.91E+00
              3      0.50E-02  0.10E+00  0.27E-03  0.91E+00
              4      0.50E-02  0.10E+00  0.27E-03  0.91E+00
              5      0.50E-02  0.10E+00  0.27E-03  0.91E+00
              6      0.50E-02  0.10E+00  0.27E-03  0.91E+00
              7      0.50E-02  0.10E+00  0.27E-03  0.91E+00
              8      0.49E-02  0.10E+00  0.27E-03  0.91E+00
              9      0.49E-02  0.10E+00  0.27E-03  0.91E+00
             10      0.49E-02  0.10E+00  0.27E-03  0.91E+00
             11      0.49E-02  0.10E+00  0.27E-03  0.91E+00
             12      0.49E-02  0.10E+00  0.27E-03  0.91E+00
             13      0.49E-02  0.10E+00  0.27E-03  0.91E+00
             14      0.49E-02  0.10E+00  0.27E-03  0.91E+00
             15      0.49E-02  0.10E+00  0.27E-03  0.91E+00
             16      0.49E-02  0.10E+00  0.27E-03  0.91E+00
             17      0.49E-02  0.10E+00  0.27E-03  0.91E+00
             18      0.49E-02  0.10E+00  0.27E-03  0.91E+00
             19      0.49E-02  0.10E+00  0.27E-03  0.91E+00
             20      0.49E-02  0.10E+00  0.27E-03  0.91E+00

     Power:   1086.7    


                         Increment number 220
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.51E-02  0.33E+00  0.30E-03  0.91E+00
              2      0.51E-02  0.11E+00  0.27E-03  0.91E+00
              3      0.50E-02  0.10E+00  0.27E-03  0.91E+00
              4      0.50E-02  0.10E+00  0.27E-03  0.91E+00
              5      0.50E-02  0.10E+00  0.27E-03  0.91E+00
              6      0.50E-02  0.10E+00  0.27E-03  0.91E+00
              7      0.50E-02  0.10E+00  0.27E-03  0.91E+00
              8      0.50E-02  0.10E+00  0.27E-03  0.91E+00
              9      0.50E-02  0.10E+00  0.27E-03  0.91E+00
             10      0.50E-02  0.10E+00  0.27E-03  0.91E+00
             11      0.50E-02  0.10E+00  0.27E-03  0.91E+00
             12      0.50E-02  0.10E+00  0.27E-03  0.91E+00
             13      0.50E-02  0.10E+00  0.27E-03  0.91E+00
             14      0.50E-02  0.10E+00  0.27E-03  0.91E+00
             15      0.50E-02  0.10E+00  0.27E-03  0.91E+00
             16      0.50E-02  0.10E+00  0.27E-03  0.91E+00
             17      0.50E-02  0.10E+00  0.27E-03  0.91E+00
             18      0.50E-02  0.10E+00  0.27E-03  0.91E+00
             19      0.49E-02  0.10E+00  0.27E-03  0.91E+00
             20      0.49E-02  0.10E+00  0.27E-03  0.91E+00

     Power:   1087.5    


                         Increment number 221
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.51E-02  0.34E+00  0.30E-03  0.91E+00
              2      0.51E-02  0.11E+00  0.27E-03  0.91E+00
              3      0.51E-02  0.11E+00  0.27E-03  0.91E+00
              4      0.51E-02  0.11E+00  0.27E-03  0.91E+00
              5      0.51E-02  0.11E+00  0.27E-03  0.91E+00
              6      0.51E-02  0.11E+00  0.27E-03  0.91E+00
              7      0.51E-02  0.11E+00  0.27E-03  0.91E+00
              8      0.51E-02  0.10E+00  0.27E-03  0.91E+00
              9      0.51E-02  0.10E+00  0.27E-03  0.91E+00
             10      0.51E-02  0.10E+00  0.27E-03  0.91E+00
             11      0.51E-02  0.10E+00  0.27E-03  0.91E+00
             12      0.51E-02  0.10E+00  0.27E-03  0.91E+00
             13      0.51E-02  0.10E+00  0.27E-03  0.91E+00
             14      0.50E-02  0.10E+00  0.27E-03  0.91E+00
             15      0.50E-02  0.10E+00  0.27E-03  0.91E+00
             16      0.50E-02  0.10E+00  0.27E-03  0.91E+00
             17      0.50E-02  0.10E+00  0.27E-03  0.91E+00
             18      0.50E-02  0.10E+00  0.27E-03  0.91E+00
             19      0.50E-02  0.10E+00  0.27E-03  0.91E+00
             20      0.50E-02  0.10E+00  0.27E-03  0.91E+00

     Power:   1088.2    


                         Increment number 222
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.52E-02  0.34E+00  0.30E-03  0.91E+00
              2      0.52E-02  0.11E+00  0.28E-03  0.91E+00
              3      0.52E-02  0.11E+00  0.27E-03  0.91E+00
